"V20F",22,2017-08-30T10:01:05.7051528+01:00
"3G3Y",2,2017-08-30T10:08:05.7051528+01:00
"21FQ",11,2017-08-30T10:22:05.7051528+01:00
"4U0Z",4,2017-08-30T10:29:05.7051528+01:00
"AHDH",11,2017-08-30T10:02:05.7051528+01:00
"UXWV",9,2017-08-30T10:04:05.7051528+01:00
"UXWV",7,2017-08-30T10:00:05.7051528+01:00
"WK0Z",0,2017-08-30T10:09:05.7051528+01:00
"BF0G",10,2017-08-30T10:04:05.7051528+01:00
"21FQ",13,2017-08-30T10:27:05.7051528+01:00
"3PMW",1,2017-08-30T10:00:05.7051528+01:00
"4U0Z",3,2017-08-30T10:31:05.7051528+01:00
"4U0Z",3,2017-08-30T10:32:05.7051528+01:00
"4U0Z",0,2017-08-30T10:37:05.7051528+01:00
"3G3Y",0,2017-08-30T10:11:05.7051528+01:00
"21FQ",17,2017-08-30T10:32:05.7051528+01:00
"V20F",22,2017-08-30T10:03:05.7051528+01:00
"UXWV",8,2017-08-30T10:09:05.7051528+01:00
"YVGA",7,2017-08-30T11:10:05.7051528+01:00
"4U0Z",0,2017-08-30T10:42:05.7051528+01:00
"WK0Z",1,2017-08-30T10:10:05.7051528+01:00
"BF0G",14,2017-08-30T10:05:05.7051528+01:00
"21FQ",20,2017-08-30T10:34:05.7051528+01:00
"4U0Z",0,2017-08-30T10:43:05.7051528+01:00
"3PMW",0,2017-08-30T10:01:05.7051528+01:00
"V20F",22,2017-08-30T10:06:05.7051528+01:00
"WK0Z",1,2017-08-30T10:14:05.7051528+01:00
"UXWV",5,2017-08-30T10:12:05.7051528+01:00
"AHDH",10,2017-08-30T10:04:05.7051528+01:00
"UXWV",0,2017-08-30T10:14:05.7051528+01:00
"NRRO",11,2017-08-30T10:04:05.7051528+01:00
"YVGA",4,2017-08-30T11:15:05.7051528+01:00
"BF0G",13,2017-08-30T10:12:05.7051528+01:00
"NRRO",8,2017-08-30T10:07:05.7051528+01:00
"BF0G",9,2017-08-30T10:07:05.7051528+01:00
"3PMW",0,2017-08-30T10:05:05.7051528+01:00
"XCCN",1,2017-08-30T10:04:05.7051528+01:00
"3G3Y",7,2017-08-30T10:15:05.7051528+01:00
"WSZR",7,2017-08-30T10:02:05.7051528+01:00
"3G3Y",4,2017-08-30T10:14:05.7051528+01:00
"NRRO",4,2017-08-30T10:12:05.7051528+01:00
"3PMW",0,2017-08-30T10:09:05.7051528+01:00
"NRRO",0,2017-08-30T10:16:05.7051528+01:00
"NRRO",7,2017-08-30T10:10:05.7051528+01:00
"WSZR",11,2017-08-30T10:07:05.7051528+01:00
"KV5X",0,2017-08-30T10:01:05.7051528+01:00
"YVGA",4,2017-08-30T11:16:05.7051528+01:00
"UXWV",0,2017-08-30T10:15:05.7051528+01:00
"3G3Y",8,2017-08-30T10:20:05.7051528+01:00
"4U0Z",0,2017-08-30T10:46:05.7051528+01:00
"WK0Z",0,2017-08-30T10:17:05.7051528+01:00
"AHDH",5,2017-08-30T10:05:05.7051528+01:00
"21FQ",16,2017-08-30T10:37:05.7051528+01:00
"YVGA",2,2017-08-30T11:18:05.7051528+01:00
"V20F",19,2017-08-30T10:09:05.7051528+01:00
"KV5X",0,2017-08-30T10:06:05.7051528+01:00
"V20F",14,2017-08-30T10:14:05.7051528+01:00
"4U0Z",2,2017-08-30T10:48:05.7051528+01:00
"NRRO",0,2017-08-30T10:18:05.7051528+01:00
"BF0G",9,2017-08-30T10:15:05.7051528+01:00
"XCCN",3,2017-08-30T10:12:05.7051528+01:00
"XCCN",0,2017-08-30T10:07:05.7051528+01:00
"21FQ",12,2017-08-30T10:40:05.7051528+01:00
"3PMW",0,2017-08-30T10:10:05.7051528+01:00
"UXWV",4,2017-08-30T10:20:05.7051528+01:00
"WSZR",6,2017-08-30T10:11:05.7051528+01:00
"AHDH",8,2017-08-30T10:08:05.7051528+01:00
"BF0G",5,2017-08-30T10:16:05.7051528+01:00
"OKIB",0,2017-08-30T10:00:05.7051528+01:00
"YVGA",0,2017-08-30T11:23:05.7051528+01:00
"WK0Z",2,2017-08-30T10:20:05.7051528+01:00
"UXWV",1,2017-08-30T10:22:05.7051528+01:00
"UXWV",0,2017-08-30T10:27:05.7051528+01:00
"KV5X",4,2017-08-30T10:11:05.7051528+01:00
"4U0Z",4,2017-08-30T10:53:05.7051528+01:00
"3G3Y",10,2017-08-30T10:21:05.7051528+01:00
"WSZR",3,2017-08-30T10:14:05.7051528+01:00
"21FQ",9,2017-08-30T10:45:05.7051528+01:00
"MFHL",0,2017-08-30T10:00:05.7051528+01:00
"BF0G",9,2017-08-30T10:19:05.7051528+01:00
"BF0G",7,2017-08-30T10:24:05.7051528+01:00
"OKIB",0,2017-08-30T10:02:05.7051528+01:00
"3PMW",0,2017-08-30T10:18:05.7051528+01:00
"3PMW",0,2017-08-30T10:11:05.7051528+01:00
"4U0Z",6,2017-08-30T10:55:05.7051528+01:00
"3PMW",0,2017-08-30T10:15:05.7051528+01:00
"V20F",9,2017-08-30T10:19:05.7051528+01:00
"WK0Z",0,2017-08-30T10:24:05.7051528+01:00
"NRRO",2,2017-08-30T10:22:05.7051528+01:00
"BF0G",3,2017-08-30T10:25:05.7051528+01:00
"3G3Y",6,2017-08-30T10:22:05.7051528+01:00
"XCCN",6,2017-08-30T10:16:05.7051528+01:00
"BF0G",3,2017-08-30T10:29:05.7051528+01:00
"YVGA",0,2017-08-30T11:28:05.7051528+01:00
"NRRO",1,2017-08-30T10:24:05.7051528+01:00
"WSZR",3,2017-08-30T10:16:05.7051528+01:00
"AHDH",10,2017-08-30T10:09:05.7051528+01:00
"NRRO",1,2017-08-30T10:29:05.7051528+01:00
"4U0Z",9,2017-08-30T10:58:05.7051528+01:00
"YVGA",3,2017-08-30T11:35:05.7051528+01:00
"KV5X",7,2017-08-30T10:15:05.7051528+01:00
"YVGA",0,2017-08-30T11:31:05.7051528+01:00
"3G3Y",7,2017-08-30T10:25:05.7051528+01:00
"MFHL",1,2017-08-30T10:01:05.7051528+01:00
"3G3Y",11,2017-08-30T10:28:05.7051528+01:00
"UXWV",1,2017-08-30T10:32:05.7051528+01:00
"3G3Y",6,2017-08-30T10:29:05.7051528+01:00
"WK0Z",2,2017-08-30T10:28:05.7051528+01:00
"3PMW",0,2017-08-30T10:23:05.7051528+01:00
"VZXG",14,2017-08-30T10:00:05.7051528+01:00
"KV5X",10,2017-08-30T10:20:05.7051528+01:00
"VZXG",15,2017-08-30T10:02:05.7051528+01:00
"21FQ",5,2017-08-30T10:48:05.7051528+01:00
"V20F",4,2017-08-30T10:23:05.7051528+01:00
"OKIB",3,2017-08-30T10:05:05.7051528+01:00
"MFHL",0,2017-08-30T10:04:05.7051528+01:00
"XCCN",10,2017-08-30T10:20:05.7051528+01:00
"BF0G",3,2017-08-30T10:34:05.7051528+01:00
"WSZR",1,2017-08-30T10:17:05.7051528+01:00
"21FQ",6,2017-08-30T10:51:05.7051528+01:00
"UXWV",1,2017-08-30T10:33:05.7051528+01:00
"3G3Y",10,2017-08-30T10:30:05.7051528+01:00
"YVGA",7,2017-08-30T11:38:05.7051528+01:00
"NRRO",2,2017-08-30T10:30:05.7051528+01:00
"UXWV",0,2017-08-30T10:35:05.7051528+01:00
"3PMW",0,2017-08-30T10:30:05.7051528+01:00
"3PMW",0,2017-08-30T10:27:05.7051528+01:00
"4U0Z",12,2017-08-30T11:02:05.7051528+01:00
"AHDH",9,2017-08-30T10:12:05.7051528+01:00
"VZXG",10,2017-08-30T10:07:05.7051528+01:00
"V20F",2,2017-08-30T10:28:05.7051528+01:00
"NRRO",3,2017-08-30T10:32:05.7051528+01:00
"YVGA",10,2017-08-30T11:41:05.7051528+01:00
"UXWV",3,2017-08-30T10:38:05.7051528+01:00
"OKIB",0,2017-08-30T10:08:05.7051528+01:00
"NRRO",0,2017-08-30T10:33:05.7051528+01:00
"XCCN",5,2017-08-30T10:24:05.7051528+01:00
"MFHL",0,2017-08-30T10:05:05.7051528+01:00
"VZXG",7,2017-08-30T10:08:05.7051528+01:00
"21FQ",3,2017-08-30T10:55:05.7051528+01:00
"WSZR",0,2017-08-30T10:19:05.7051528+01:00
"KV5X",14,2017-08-30T10:25:05.7051528+01:00
"WK0Z",0,2017-08-30T10:31:05.7051528+01:00
"4U0Z",12,2017-08-30T11:05:05.7051528+01:00
"NRRO",2,2017-08-30T10:37:05.7051528+01:00
"BF0G",0,2017-08-30T10:39:05.7051528+01:00
"3PMW",0,2017-08-30T10:31:05.7051528+01:00
"21FQ",5,2017-08-30T11:00:05.7051528+01:00
"KV5X",10,2017-08-30T10:28:05.7051528+01:00
"WSZR",0,2017-08-30T10:22:05.7051528+01:00
"WK0Z",0,2017-08-30T10:32:05.7051528+01:00
"21FQ",8,2017-08-30T11:02:05.7051528+01:00
"XCCN",5,2017-08-30T10:26:05.7051528+01:00
"BF0G",2,2017-08-30T10:40:05.7051528+01:00
"AHDH",10,2017-08-30T10:16:05.7051528+01:00
"3G3Y",11,2017-08-30T10:35:05.7051528+01:00
"YVGA",10,2017-08-30T11:42:05.7051528+01:00
"WSZR",0,2017-08-30T10:25:05.7051528+01:00
"VZXG",5,2017-08-30T10:11:05.7051528+01:00
"V20F",2,2017-08-30T10:31:05.7051528+01:00
"MFHL",0,2017-08-30T10:09:05.7051528+01:00
"UXWV",5,2017-08-30T10:43:05.7051528+01:00
"KV5X",13,2017-08-30T10:31:05.7051528+01:00
"3G3Y",6,2017-08-30T10:38:05.7051528+01:00
"OKIB",2,2017-08-30T10:13:05.7051528+01:00
"YVGA",8,2017-08-30T11:47:05.7051528+01:00
"3PMW",1,2017-08-30T10:36:05.7051528+01:00
"NRRO",4,2017-08-30T10:41:05.7051528+01:00
"YVGA",9,2017-08-30T11:50:05.7051528+01:00
"4U0Z",11,2017-08-30T11:09:05.7051528+01:00
"V20F",0,2017-08-30T10:35:05.7051528+01:00
"VZXG",4,2017-08-30T10:16:05.7051528+01:00
"XCCN",4,2017-08-30T10:31:05.7051528+01:00
"JEKQ",5,2017-08-30T10:00:05.7051528+01:00
"3G3Y",5,2017-08-30T10:42:05.7051528+01:00
"BF0G",3,2017-08-30T10:42:05.7051528+01:00
"V20F",3,2017-08-30T10:37:05.7051528+01:00
"WSZR",3,2017-08-30T10:30:05.7051528+01:00
"V20F",3,2017-08-30T10:38:05.7051528+01:00
"UXWV",0,2017-08-30T10:48:05.7051528+01:00
"WK0Z",1,2017-08-30T10:37:05.7051528+01:00
"AHDH",14,2017-08-30T10:18:05.7051528+01:00
"0F2E",3,2017-08-30T10:01:05.7051528+01:00
"21FQ",10,2017-08-30T11:05:05.7051528+01:00
"KV5X",14,2017-08-30T10:36:05.7051528+01:00
"V20F",0,2017-08-30T10:40:05.7051528+01:00
"4U0Z",12,2017-08-30T11:10:05.7051528+01:00
"NRRO",2,2017-08-30T10:45:05.7051528+01:00
"MFHL",4,2017-08-30T10:12:05.7051528+01:00
"0F2E",4,2017-08-30T10:05:05.7051528+01:00
"OKIB",0,2017-08-30T10:17:05.7051528+01:00
"BF0G",3,2017-08-30T10:46:05.7051528+01:00
"XCCN",6,2017-08-30T10:36:05.7051528+01:00
"4U0Z",10,2017-08-30T11:14:05.7051528+01:00
"3PMW",0,2017-08-30T10:39:05.7051528+01:00
"XCCN",6,2017-08-30T10:38:05.7051528+01:00
"KV5X",9,2017-08-30T10:37:05.7051528+01:00
"NRRO",1,2017-08-30T10:50:05.7051528+01:00
"YVGA",8,2017-08-30T11:53:05.7051528+01:00
"XCCN",10,2017-08-30T10:39:05.7051528+01:00
"VZXG",2,2017-08-30T10:18:05.7051528+01:00
"3G3Y",7,2017-08-30T10:43:05.7051528+01:00
"0F2E",5,2017-08-30T10:09:05.7051528+01:00
"JEKQ",6,2017-08-30T10:01:05.7051528+01:00
"BF0G",1,2017-08-30T10:49:05.7051528+01:00
"3G3Y",11,2017-08-30T10:44:05.7051528+01:00
"WSZR",7,2017-08-30T10:35:05.7051528+01:00
"MFHL",8,2017-08-30T10:17:05.7051528+01:00
"OKIB",0,2017-08-30T10:21:05.7051528+01:00
"VZXG",6,2017-08-30T10:23:05.7051528+01:00
"4U0Z",13,2017-08-30T11:15:05.7051528+01:00
"EE0S",3,2017-08-30T10:03:05.7051528+01:00
"EE0S",0,2017-08-30T10:06:05.7051528+01:00
"3PMW",3,2017-08-30T10:41:05.7051528+01:00
"AHDH",9,2017-08-30T10:20:05.7051528+01:00
"UXWV",0,2017-08-30T10:52:05.7051528+01:00
"NRRO",4,2017-08-30T10:53:05.7051528+01:00
"YVGA",9,2017-08-30T11:58:05.7051528+01:00
"BF0G",0,2017-08-30T10:50:05.7051528+01:00
"EE0S",0,2017-08-30T10:01:05.7051528+01:00
"21FQ",11,2017-08-30T11:08:05.7051528+01:00
"WK0Z",3,2017-08-30T10:42:05.7051528+01:00
"MFHL",8,2017-08-30T10:18:05.7051528+01:00
"UXWV",1,2017-08-30T10:55:05.7051528+01:00
"V20F",0,2017-08-30T10:42:05.7051528+01:00
"YVGA",6,2017-08-30T12:02:05.7051528+01:00
"XCCN",10,2017-08-30T10:40:05.7051528+01:00
"JEKQ",8,2017-08-30T10:02:05.7051528+01:00
"OKIB",1,2017-08-30T10:23:05.7051528+01:00
"0KO1",16,2017-08-30T10:02:05.7051528+01:00
"XX45",1,2017-08-30T10:01:05.7051528+01:00
"3PMW",0,2017-08-30T10:44:05.7051528+01:00
"AHDH",11,2017-08-30T10:25:05.7051528+01:00
"3G3Y",7,2017-08-30T10:47:05.7051528+01:00
"0F2E",9,2017-08-30T10:14:05.7051528+01:00
"AHDH",12,2017-08-30T10:28:05.7051528+01:00
"JEKQ",11,2017-08-30T10:06:05.7051528+01:00
"ANNV",3,2017-08-30T10:00:05.7051528+01:00
"YVGA",10,2017-08-30T12:05:05.7051528+01:00
"NRRO",0,2017-08-30T10:59:05.7051528+01:00
"4U0Z",11,2017-08-30T11:18:05.7051528+01:00
"NRRO",0,2017-08-30T10:54:05.7051528+01:00
"KV5X",11,2017-08-30T10:40:05.7051528+01:00
"G3XP",4,2017-08-30T10:02:05.7051528+01:00
"WSZR",11,2017-08-30T10:38:05.7051528+01:00
"SWDN",2,2017-08-30T10:01:05.7051528+01:00
"YVGA",13,2017-08-30T12:08:05.7051528+01:00
"NRRO",5,2017-08-30T11:06:05.7051528+01:00
"G3XP",8,2017-08-30T10:07:05.7051528+01:00
"BF0G",1,2017-08-30T10:54:05.7051528+01:00
"NRRO",4,2017-08-30T11:01:05.7051528+01:00
"VZXG",2,2017-08-30T10:25:05.7051528+01:00
"SWDN",6,2017-08-30T10:03:05.7051528+01:00
"UXWV",0,2017-08-30T10:58:05.7051528+01:00
"21Y5",0,2017-08-30T10:03:05.7051528+01:00
"OKIB",0,2017-08-30T10:24:05.7051528+01:00
"ANNV",0,2017-08-30T10:05:05.7051528+01:00
"MFHL",7,2017-08-30T10:21:05.7051528+01:00
"EE0S",0,2017-08-30T10:13:05.7051528+01:00
"0F2E",10,2017-08-30T10:15:05.7051528+01:00
"EE0S",0,2017-08-30T10:10:05.7051528+01:00
"21FQ",15,2017-08-30T11:12:05.7051528+01:00
"3G3Y",4,2017-08-30T10:52:05.7051528+01:00
"G3XP",10,2017-08-30T10:11:05.7051528+01:00
"3PMW",0,2017-08-30T10:46:05.7051528+01:00
"WK0Z",5,2017-08-30T10:47:05.7051528+01:00
"EE0S",0,2017-08-30T10:15:05.7051528+01:00
"BF0G",5,2017-08-30T10:55:05.7051528+01:00
"0KO1",17,2017-08-30T10:04:05.7051528+01:00
"ANNV",4,2017-08-30T10:08:05.7051528+01:00
"VZXG",1,2017-08-30T10:28:05.7051528+01:00
"GZUU",9,2017-08-30T10:00:05.7051528+01:00
"XCCN",11,2017-08-30T10:44:05.7051528+01:00
"AHDH",10,2017-08-30T10:30:05.7051528+01:00
"V20F",0,2017-08-30T10:46:05.7051528+01:00
"GZUU",6,2017-08-30T10:05:05.7051528+01:00
"XX45",0,2017-08-30T10:05:05.7051528+01:00
"NRRO",7,2017-08-30T11:08:05.7051528+01:00
"VZXG",0,2017-08-30T10:33:05.7051528+01:00
"JEKQ",10,2017-08-30T10:10:05.7051528+01:00
"2TRU",1,2017-08-30T10:01:05.7051528+01:00
"BF0G",0,2017-08-30T10:58:05.7051528+01:00
"WSZR",14,2017-08-30T10:40:05.7051528+01:00
"KV5X",6,2017-08-30T10:41:05.7051528+01:00
"2TRU",0,2017-08-30T10:02:05.7051528+01:00
"BF0G",4,2017-08-30T11:02:05.7051528+01:00
"0KO1",12,2017-08-30T10:06:05.7051528+01:00
"YVGA",14,2017-08-30T12:15:05.7051528+01:00
"NRRO",8,2017-08-30T11:13:05.7051528+01:00
"3G3Y",0,2017-08-30T10:53:05.7051528+01:00
"YVGA",13,2017-08-30T12:11:05.7051528+01:00
"0KO1",9,2017-08-30T10:08:05.7051528+01:00
"3I10",15,2017-08-30T10:02:05.7051528+01:00
"WK0Z",8,2017-08-30T10:49:05.7051528+01:00
"4U0Z",6,2017-08-30T11:23:05.7051528+01:00
"MFHL",2,2017-08-30T10:23:05.7051528+01:00
"OKIB",0,2017-08-30T10:31:05.7051528+01:00
"EE0S",0,2017-08-30T10:17:05.7051528+01:00
"XCCN",12,2017-08-30T10:49:05.7051528+01:00
"V20F",3,2017-08-30T10:50:05.7051528+01:00
"V20F",6,2017-08-30T10:51:05.7051528+01:00
"UXWV",0,2017-08-30T11:01:05.7051528+01:00
"AHDH",7,2017-08-30T10:33:05.7051528+01:00
"EE0S",0,2017-08-30T10:21:05.7051528+01:00
"21Y5",0,2017-08-30T10:04:05.7051528+01:00
"OKIB",0,2017-08-30T10:28:05.7051528+01:00
"G3XP",8,2017-08-30T10:12:05.7051528+01:00
"21FQ",13,2017-08-30T11:16:05.7051528+01:00
"0F2E",10,2017-08-30T10:17:05.7051528+01:00
"0AAH",4,2017-08-30T10:02:05.7051528+01:00
"JEKQ",11,2017-08-30T10:14:05.7051528+01:00
"ANNV",0,2017-08-30T10:09:05.7051528+01:00
"3PMW",4,2017-08-30T10:50:05.7051528+01:00
"G3XP",5,2017-08-30T10:15:05.7051528+01:00
"OHBR",3,2017-08-30T10:00:05.7051528+01:00
"SWDN",3,2017-08-30T10:04:05.7051528+01:00
"VZXG",1,2017-08-30T10:37:05.7051528+01:00
"GZUU",6,2017-08-30T10:06:05.7051528+01:00
"ANNV",3,2017-08-30T10:14:05.7051528+01:00
"0KO1",9,2017-08-30T10:13:05.7051528+01:00
"XCCN",15,2017-08-30T10:50:05.7051528+01:00
"MFHL",0,2017-08-30T10:25:05.7051528+01:00
"V20F",8,2017-08-30T10:57:05.7051528+01:00
"0KO1",11,2017-08-30T10:15:05.7051528+01:00
"VZXG",0,2017-08-30T10:38:05.7051528+01:00
"HKPE",1,2017-08-30T10:00:05.7051528+01:00
"UXWV",0,2017-08-30T11:04:05.7051528+01:00
"VZXG",0,2017-08-30T10:43:05.7051528+01:00
"NRRO",9,2017-08-30T11:20:05.7051528+01:00
"NRRO",5,2017-08-30T11:17:05.7051528+01:00
"EE0S",0,2017-08-30T10:24:05.7051528+01:00
"V20F",6,2017-08-30T10:53:05.7051528+01:00
"WSZR",16,2017-08-30T10:41:05.7051528+01:00
"BF0G",1,2017-08-30T11:06:05.7051528+01:00
"HKPE",0,2017-08-30T10:04:05.7051528+01:00
"21FQ",16,2017-08-30T11:18:05.7051528+01:00
"4U0Z",5,2017-08-30T11:27:05.7051528+01:00
"3G3Y",2,2017-08-30T10:57:05.7051528+01:00
"SWDN",0,2017-08-30T10:05:05.7051528+01:00
"YVGA",13,2017-08-30T12:20:05.7051528+01:00
"YVGA",8,2017-08-30T12:25:05.7051528+01:00
"GZUU",1,2017-08-30T10:09:05.7051528+01:00
"KV5X",9,2017-08-30T10:45:05.7051528+01:00
"XX45",0,2017-08-30T10:06:05.7051528+01:00
"2TRU",0,2017-08-30T10:04:05.7051528+01:00
"0F2E",7,2017-08-30T10:18:05.7051528+01:00
"MFHL",1,2017-08-30T10:33:05.7051528+01:00
"OHBR",4,2017-08-30T10:02:05.7051528+01:00
"MFHL",0,2017-08-30T10:28:05.7051528+01:00
"NRRO",8,2017-08-30T11:24:05.7051528+01:00
"LJU5",6,2017-08-30T10:01:05.7051528+01:00
"OKIB",1,2017-08-30T10:34:05.7051528+01:00
"21FQ",13,2017-08-30T11:21:05.7051528+01:00
"UXWV",0,2017-08-30T11:09:05.7051528+01:00
"WK0Z",11,2017-08-30T10:51:05.7051528+01:00
"EE0S",0,2017-08-30T10:27:05.7051528+01:00
"WK0Z",12,2017-08-30T10:52:05.7051528+01:00
"V20F",3,2017-08-30T11:02:05.7051528+01:00
"G3XP",5,2017-08-30T10:18:05.7051528+01:00
"VZXG",0,2017-08-30T10:44:05.7051528+01:00
"3I10",10,2017-08-30T10:07:05.7051528+01:00
"3PMW",7,2017-08-30T10:53:05.7051528+01:00
"V20F",0,2017-08-30T11:03:05.7051528+01:00
"HKPE",0,2017-08-30T10:09:05.7051528+01:00
"AHDH",10,2017-08-30T10:37:05.7051528+01:00
"21FQ",13,2017-08-30T11:22:05.7051528+01:00
"21Y5",0,2017-08-30T10:08:05.7051528+01:00
"21Y5",0,2017-08-30T10:05:05.7051528+01:00
"ANNV",5,2017-08-30T10:16:05.7051528+01:00
"0F2E",7,2017-08-30T10:20:05.7051528+01:00
"3I10",6,2017-08-30T10:12:05.7051528+01:00
"0AAH",3,2017-08-30T10:03:05.7051528+01:00
"OKIB",0,2017-08-30T10:37:05.7051528+01:00
"JEKQ",7,2017-08-30T10:15:05.7051528+01:00
"2TRU",0,2017-08-30T10:06:05.7051528+01:00
"LJU5",10,2017-08-30T10:05:05.7051528+01:00
"B5YG",44,2017-08-30T10:01:05.7051528+01:00
"GZUU",0,2017-08-30T10:10:05.7051528+01:00
"UXWV",1,2017-08-30T11:11:05.7051528+01:00
"GZUU",1,2017-08-30T10:15:05.7051528+01:00
"XCCN",18,2017-08-30T10:55:05.7051528+01:00
"GZUU",4,2017-08-30T10:12:05.7051528+01:00
"0KO1",7,2017-08-30T10:17:05.7051528+01:00
"21FQ",16,2017-08-30T11:23:05.7051528+01:00
"ANNV",5,2017-08-30T10:21:05.7051528+01:00
"4U0Z",7,2017-08-30T11:30:05.7051528+01:00
"NRRO",8,2017-08-30T11:27:05.7051528+01:00
"4U0Z",4,2017-08-30T11:34:05.7051528+01:00
"G3XP",2,2017-08-30T10:22:05.7051528+01:00
"MFHL",0,2017-08-30T10:36:05.7051528+01:00
"YVGA",6,2017-08-30T12:28:05.7051528+01:00
"BW5P",0,2017-08-30T10:01:05.7051528+01:00
"0KO1",6,2017-08-30T10:18:05.7051528+01:00
"AHDH",5,2017-08-30T10:42:05.7051528+01:00
"UXWV",0,2017-08-30T11:12:05.7051528+01:00
"BF0G",5,2017-08-30T11:07:05.7051528+01:00
"WK0Z",9,2017-08-30T10:56:05.7051528+01:00
"SWDN",0,2017-08-30T10:08:05.7051528+01:00
"FFSE",13,2017-08-30T10:04:05.7051528+01:00
"OHBR",6,2017-08-30T10:07:05.7051528+01:00
"3G3Y",0,2017-08-30T10:58:05.7051528+01:00
"HKPE",4,2017-08-30T10:10:05.7051528+01:00
"XX45",3,2017-08-30T10:14:05.7051528+01:00
"WSZR",12,2017-08-30T10:42:05.7051528+01:00
"MFHL",3,2017-08-30T10:38:05.7051528+01:00
"KV5X",9,2017-08-30T10:50:05.7051528+01:00
"3I10",7,2017-08-30T10:16:05.7051528+01:00
"XX45",0,2017-08-30T10:10:05.7051528+01:00
"0F2E",11,2017-08-30T10:22:05.7051528+01:00
"OKIB",0,2017-08-30T10:40:05.7051528+01:00
"VZXG",0,2017-08-30T10:48:05.7051528+01:00
"2TRU",0,2017-08-30T10:10:05.7051528+01:00
"0AAH",0,2017-08-30T10:08:05.7051528+01:00
"0KO1",10,2017-08-30T10:21:05.7051528+01:00
"AHDH",9,2017-08-30T10:44:05.7051528+01:00
"NRRO",5,2017-08-30T11:42:05.7051528+01:00
"YVGA",10,2017-08-30T12:33:05.7051528+01:00
"LJU5",6,2017-08-30T10:07:05.7051528+01:00
"KV5X",8,2017-08-30T10:59:05.7051528+01:00
"LJU5",9,2017-08-30T10:08:05.7051528+01:00
"BW5P",1,2017-08-30T10:04:05.7051528+01:00
"OKIB",0,2017-08-30T10:45:05.7051528+01:00
"NRRO",6,2017-08-30T11:32:05.7051528+01:00
"BF0G",1,2017-08-30T11:10:05.7051528+01:00
"EE0S",4,2017-08-30T10:31:05.7051528+01:00
"NRRO",6,2017-08-30T11:37:05.7051528+01:00
"WK0Z",8,2017-08-30T11:00:05.7051528+01:00
"FFSE",17,2017-08-30T10:05:05.7051528+01:00
"UBJP",5,2017-08-30T10:04:05.7051528+01:00
"KV5X",12,2017-08-30T10:54:05.7051528+01:00
"OHBR",8,2017-08-30T10:09:05.7051528+01:00
"LJU5",8,2017-08-30T10:13:05.7051528+01:00
"XCCN",18,2017-08-30T11:00:05.7051528+01:00
"SWDN",0,2017-08-30T10:12:05.7051528+01:00
"GZUU",0,2017-08-30T10:20:05.7051528+01:00
"3PMW",11,2017-08-30T10:56:05.7051528+01:00
"21FQ",20,2017-08-30T11:27:05.7051528+01:00
"V20F",4,2017-08-30T11:04:05.7051528+01:00
"21Y5",0,2017-08-30T10:12:05.7051528+01:00
