Vehicle Registration,LicensedFrom,LicensedTo
V14,01/01/2015 00:00:00,31/12/2014 00:00:00
V15,01/01/2015 00:00:00,31/12/2014 00:00:00
V16,01/01/2015 00:00:00,31/12/2014 00:00:00
V17,01/01/2015 00:00:00,31/12/2014 00:00:00
V18,01/01/2015 00:00:00,31/12/2014 00:00:00
V19,01/01/2015 00:00:00,31/12/2014 00:00:00
W11,01/01/2015 00:00:00,31/12/2014 00:00:00
W12,01/01/2015 00:00:00,31/12/2014 00:00:00
W13,01/01/2015 00:00:00,31/12/2014 00:00:00
W14,01/01/2015 00:00:00,31/12/2014 00:00:00
W15,01/01/2015 00:00:00,31/12/2014 00:00:00
W16,01/01/2015 00:00:00,31/12/2014 00:00:00
W17,01/01/2015 00:00:00,31/12/2014 00:00:00
W18,01/01/2015 00:00:00,31/12/2014 00:00:00
W19,01/01/2015 00:00:00,31/12/2014 00:00:00
X11,01/01/2015 00:00:00,31/12/2014 00:00:00
X12,01/01/2015 00:00:00,31/12/2014 00:00:00
X13,01/01/2015 00:00:00,31/12/2014 00:00:00
X14,01/01/2015 00:00:00,31/12/2014 00:00:00
X15,01/01/2015 00:00:00,31/12/2014 00:00:00
X16,01/01/2015 00:00:00,31/12/2014 00:00:00
X17,01/01/2015 00:00:00,31/12/2014 00:00:00
X18,01/01/2015 00:00:00,31/12/2014 00:00:00
X19,01/01/2015 00:00:00,31/12/2014 00:00:00
Y11,01/01/2015 00:00:00,31/12/2014 00:00:00
Y12,01/01/2015 00:00:00,31/12/2014 00:00:00
Y13,01/01/2015 00:00:00,31/12/2014 00:00:00
Y14,01/01/2015 00:00:00,31/12/2014 00:00:00
Y15,01/01/2015 00:00:00,31/12/2014 00:00:00
Y16,01/01/2015 00:00:00,31/12/2014 00:00:00
Y17,01/01/2015 00:00:00,31/12/2014 00:00:00
Y18,01/01/2015 00:00:00,31/12/2014 00:00:00
Y19,01/01/2015 00:00:00,31/12/2014 00:00:00
Z11,01/01/2015 00:00:00,31/12/2014 00:00:00
Z12,01/01/2015 00:00:00,31/12/2014 00:00:00
Z13,01/01/2015 00:00:00,31/12/2014 00:00:00
Z14,01/01/2015 00:00:00,31/12/2014 00:00:00
Z15,01/01/2015 00:00:00,31/12/2014 00:00:00
Z16,01/01/2015 00:00:00,31/12/2014 00:00:00
Z17,01/01/2015 00:00:00,31/12/2014 00:00:00
Z18,01/01/2015 00:00:00,31/12/2014 00:00:00
Z19,01/01/2015 00:00:00,31/12/2014 00:00:00
