Vehicle Registration,LicensedFrom,LicensedTo
H61,01/07/2014 00:00:00,30/06/2014 00:00:00
H62,01/07/2014 00:00:00,30/06/2014 00:00:00
H63,01/07/2014 00:00:00,30/06/2014 00:00:00
H64,01/07/2014 00:00:00,30/06/2014 00:00:00
H65,01/07/2014 00:00:00,30/06/2014 00:00:00
J61,01/07/2014 00:00:00,30/06/2014 00:00:00
J62,01/07/2014 00:00:00,30/06/2014 00:00:00
J63,01/07/2014 00:00:00,30/06/2014 00:00:00
J64,01/07/2014 00:00:00,30/06/2014 00:00:00
J65,01/07/2014 00:00:00,30/06/2014 00:00:00
K61,01/07/2014 00:00:00,30/06/2014 00:00:00
K62,01/07/2014 00:00:00,30/06/2014 00:00:00
K63,01/07/2014 00:00:00,30/06/2014 00:00:00
K64,01/07/2014 00:00:00,30/06/2014 00:00:00
K65,01/07/2014 00:00:00,30/06/2014 00:00:00
L61,01/07/2014 00:00:00,30/06/2014 00:00:00
L62,01/07/2014 00:00:00,30/06/2014 00:00:00
L63,01/07/2014 00:00:00,30/06/2014 00:00:00
L64,01/07/2014 00:00:00,30/06/2014 00:00:00
L65,01/07/2014 00:00:00,30/06/2014 00:00:00
M61,01/07/2014 00:00:00,30/06/2014 00:00:00
M62,01/07/2014 00:00:00,30/06/2014 00:00:00
M63,01/07/2014 00:00:00,30/06/2014 00:00:00
M64,01/07/2014 00:00:00,30/06/2014 00:00:00
M65,01/07/2014 00:00:00,30/06/2014 00:00:00
N61,01/07/2014 00:00:00,30/06/2014 00:00:00
N62,01/07/2014 00:00:00,30/06/2014 00:00:00
N63,01/07/2014 00:00:00,30/06/2014 00:00:00
N64,01/07/2014 00:00:00,30/06/2014 00:00:00
N65,01/07/2014 00:00:00,30/06/2014 00:00:00
P61,01/07/2014 00:00:00,30/06/2014 00:00:00
P62,01/07/2014 00:00:00,30/06/2014 00:00:00
P63,01/07/2014 00:00:00,30/06/2014 00:00:00
P64,01/07/2014 00:00:00,30/06/2014 00:00:00
P65,01/07/2014 00:00:00,30/06/2014 00:00:00
R61,01/07/2014 00:00:00,30/06/2014 00:00:00
R62,01/07/2014 00:00:00,30/06/2014 00:00:00
R63,01/07/2014 00:00:00,30/06/2014 00:00:00
R64,01/07/2014 00:00:00,30/06/2014 00:00:00
R65,01/07/2014 00:00:00,30/06/2014 00:00:00
S61,01/07/2014 00:00:00,30/06/2014 00:00:00
S62,01/07/2014 00:00:00,30/06/2014 00:00:00
S63,01/07/2014 00:00:00,30/06/2014 00:00:00
S64,01/07/2014 00:00:00,30/06/2014 00:00:00
S65,01/07/2014 00:00:00,30/06/2014 00:00:00
T61,01/07/2014 00:00:00,30/06/2014 00:00:00
T62,01/07/2014 00:00:00,30/06/2014 00:00:00
T63,01/07/2014 00:00:00,30/06/2014 00:00:00
T64,01/07/2014 00:00:00,30/06/2014 00:00:00
T65,01/07/2014 00:00:00,30/06/2014 00:00:00
V61,01/07/2014 00:00:00,30/06/2014 00:00:00
V62,01/07/2014 00:00:00,30/06/2014 00:00:00
V63,01/07/2014 00:00:00,30/06/2014 00:00:00
V64,01/07/2014 00:00:00,30/06/2014 00:00:00
V65,01/07/2014 00:00:00,30/06/2014 00:00:00
W61,01/07/2014 00:00:00,30/06/2014 00:00:00
W62,01/07/2014 00:00:00,30/06/2014 00:00:00
W63,01/07/2014 00:00:00,30/06/2014 00:00:00
W64,01/07/2014 00:00:00,30/06/2014 00:00:00
W65,01/07/2014 00:00:00,30/06/2014 00:00:00
X61,01/07/2014 00:00:00,30/06/2014 00:00:00
X62,01/07/2014 00:00:00,30/06/2014 00:00:00
X63,01/07/2014 00:00:00,30/06/2014 00:00:00
X64,01/07/2014 00:00:00,30/06/2014 00:00:00
X65,01/07/2014 00:00:00,30/06/2014 00:00:00
Y61,01/07/2014 00:00:00,30/06/2014 00:00:00
Y62,01/07/2014 00:00:00,30/06/2014 00:00:00
Y63,01/07/2014 00:00:00,30/06/2014 00:00:00
Y64,01/07/2014 00:00:00,30/06/2014 00:00:00
Y65,01/07/2014 00:00:00,30/06/2014 00:00:00
Z61,01/07/2014 00:00:00,30/06/2014 00:00:00
Z62,01/07/2014 00:00:00,30/06/2014 00:00:00
Z63,01/07/2014 00:00:00,30/06/2014 00:00:00
Z64,01/07/2014 00:00:00,30/06/2014 00:00:00
Z65,01/07/2014 00:00:00,30/06/2014 00:00:00
