ticker,price,quotetime
EE0S,72,2017-08-27T14:48:05.7051528Z
3G3Y,0,2017-08-27T14:54:05.7051528Z
3HLN,15,2017-08-27T14:49:05.7051528Z
DBLL,98,2017-08-27T14:47:05.7051528Z
WTKH,99,2017-08-27T14:47:05.7051528Z
BF0G,66,2017-08-27T14:49:05.7051528Z
0AAH,49,2017-08-27T14:46:05.7051528Z
BEHY,98,2017-08-27T14:46:05.7051528Z
XIQY,67,2017-08-27T14:49:05.7051528Z
11H1,94,2017-08-27T14:49:05.7051528Z
HIRY,19,2017-08-27T14:47:05.7051528Z
21FQ,42,2017-08-27T14:48:05.7051528Z
0F2E,93,2017-08-27T14:46:05.7051528Z
OHBR,77,2017-08-27T14:45:05.7051528Z
XCCN,14,2017-08-27T14:48:05.7051528Z
R4NX,30,2017-08-27T14:49:05.7051528Z
XIHC,71,2017-08-27T14:46:05.7051528Z
UBJP,59,2017-08-27T14:51:05.7051528Z
BRC2,18,2017-08-27T14:55:05.7051528Z
UZBV,4,2017-08-27T14:46:05.7051528Z
3I10,55,2017-08-27T14:45:05.7051528Z
BRC2,21,2017-08-27T14:51:05.7051528Z
FFSE,56,2017-08-27T14:45:05.7051528Z
0U0B,54,2017-08-27T14:45:05.7051528Z
0AAH,52,2017-08-27T14:45:05.7051528Z
L3AP,46,2017-08-27T14:49:05.7051528Z
3PMW,73,2017-08-27T14:47:05.7051528Z
FFAU,7,2017-08-27T14:46:05.7051528Z
VZXG,3,2017-08-27T14:49:05.7051528Z
JM3Q,85,2017-08-27T14:47:05.7051528Z
AHDH,7,2017-08-27T14:49:05.7051528Z
AO1H,8,2017-08-27T14:47:05.7051528Z
XMSH,65,2017-08-27T14:48:05.7051528Z
3IP1,5,2017-08-27T14:47:05.7051528Z
L3AP,50,2017-08-27T14:52:05.7051528Z
UXWV,74,2017-08-27T14:48:05.7051528Z
NRRO,61,2017-08-27T14:47:05.7051528Z
M5BI,14,2017-08-27T14:46:05.7051528Z
UUYC,11,2017-08-27T14:48:05.7051528Z
Y0LZ,22,2017-08-27T14:49:05.7051528Z
WK0Z,41,2017-08-27T14:53:05.7051528Z
DBLL,97,2017-08-27T14:50:05.7051528Z
QXY5,27,2017-08-27T14:47:05.7051528Z
5LCH,92,2017-08-27T14:47:05.7051528Z
C42A,96,2017-08-27T14:46:05.7051528Z
OKIB,59,2017-08-27T14:47:05.7051528Z
3G3Y,2,2017-08-27T14:49:05.7051528Z
AXTV,6,2017-08-27T14:47:05.7051528Z
XCCN,10,2017-08-27T14:52:05.7051528Z
Y0LZ,25,2017-08-27T14:46:05.7051528Z
V20F,53,2017-08-27T14:47:05.7051528Z
UNU4,18,2017-08-27T14:46:05.7051528Z
BW5P,54,2017-08-27T14:48:05.7051528Z
SKGG,35,2017-08-27T14:48:05.7051528Z
BF0G,67,2017-08-27T14:52:05.7051528Z
UBJP,62,2017-08-27T14:47:05.7051528Z
VLDE,0,2017-08-27T14:46:05.7051528Z
ZUZ3,55,2017-08-27T14:48:05.7051528Z
JWUI,3,2017-08-27T14:46:05.7051528Z
0F2E,93,2017-08-27T14:49:05.7051528Z
KV5X,35,2017-08-27T14:50:05.7051528Z
J1IP,70,2017-08-27T14:49:05.7051528Z
B5YG,2,2017-08-27T14:50:05.7051528Z
5LCH,87,2017-08-27T14:49:05.7051528Z
SUR1,31,2017-08-27T14:52:05.7051528Z
JQTM,59,2017-08-27T14:52:05.7051528Z
MFHL,91,2017-08-27T14:50:05.7051528Z
0U0B,53,2017-08-27T14:48:05.7051528Z
DQTM,51,2017-08-27T14:51:05.7051528Z
J1IP,68,2017-08-27T14:48:05.7051528Z
HXA2,9,2017-08-27T14:47:05.7051528Z
JEKQ,0,2017-08-27T14:53:05.7051528Z
L3AP,49,2017-08-27T14:56:05.7051528Z
BEHY,101,2017-08-27T14:47:05.7051528Z
VLDE,0,2017-08-27T14:48:05.7051528Z
LOL4,46,2017-08-27T14:50:05.7051528Z
G3XP,47,2017-08-27T14:52:05.7051528Z
1ZNS,25,2017-08-27T14:49:05.7051528Z
5LCH,85,2017-08-27T14:54:05.7051528Z
21FQ,39,2017-08-27T14:50:05.7051528Z
ZUZ3,55,2017-08-27T14:49:05.7051528Z
OHBR,74,2017-08-27T14:46:05.7051528Z
AXTV,10,2017-08-27T14:52:05.7051528Z
DBZG,13,2017-08-27T14:54:05.7051528Z
BF0G,65,2017-08-27T14:55:05.7051528Z
OHBR,73,2017-08-27T14:50:05.7051528Z
B5YG,0,2017-08-27T14:54:05.7051528Z
K2KI,8,2017-08-27T14:48:05.7051528Z
HIRY,22,2017-08-27T14:49:05.7051528Z
2T0Y,11,2017-08-27T14:50:05.7051528Z
BRC2,15,2017-08-27T14:58:05.7051528Z
2TRU,104,2017-08-27T14:51:05.7051528Z
1ZNS,21,2017-08-27T14:53:05.7051528Z
FFAU,4,2017-08-27T14:50:05.7051528Z
ANNV,88,2017-08-27T14:46:05.7051528Z
DBLL,101,2017-08-27T14:51:05.7051528Z
UXWV,70,2017-08-27T14:50:05.7051528Z
NRRO,61,2017-08-27T14:56:05.7051528Z
3HLN,16,2017-08-27T14:50:05.7051528Z
XMSH,64,2017-08-27T14:53:05.7051528Z
UZBV,1,2017-08-27T14:51:05.7051528Z
3PMW,72,2017-08-27T14:50:05.7051528Z
5LCH,88,2017-08-27T14:56:05.7051528Z
BW5P,52,2017-08-27T14:51:05.7051528Z
ALNY,88,2017-08-27T14:48:05.7051528Z
1ROG,82,2017-08-27T14:51:05.7051528Z
UYP5,4,2017-08-27T14:52:05.7051528Z
V20F,49,2017-08-27T14:52:05.7051528Z
21FQ,34,2017-08-27T14:53:05.7051528Z
3I10,53,2017-08-27T14:46:05.7051528Z
B5YG,3,2017-08-27T14:58:05.7051528Z
WSZR,31,2017-08-27T14:51:05.7051528Z
XIQY,71,2017-08-27T14:54:05.7051528Z
1ZNS,18,2017-08-27T14:55:05.7051528Z
NRRO,61,2017-08-27T14:52:05.7051528Z
2TRU,102,2017-08-27T14:56:05.7051528Z
AO1H,8,2017-08-27T14:52:05.7051528Z
YCRV,69,2017-08-27T14:51:05.7051528Z
EE0S,70,2017-08-27T14:51:05.7051528Z
Q3DH,94,2017-08-27T14:49:05.7051528Z
0U0B,50,2017-08-27T14:50:05.7051528Z
M5BI,16,2017-08-27T14:51:05.7051528Z
DBWM,13,2017-08-27T14:51:05.7051528Z
KV5X,34,2017-08-27T14:57:05.7051528Z
L3AP,46,2017-08-27T14:59:05.7051528Z
CIAW,89,2017-08-27T14:48:05.7051528Z
VZXG,0,2017-08-27T14:54:05.7051528Z
KV5X,34,2017-08-27T14:54:05.7051528Z
OKIB,59,2017-08-27T14:48:05.7051528Z
3I10,52,2017-08-27T14:48:05.7051528Z
Y0LZ,20,2017-08-27T14:53:05.7051528Z
UH1P,57,2017-08-27T14:48:05.7051528Z
DH5J,28,2017-08-27T14:52:05.7051528Z
WTKH,95,2017-08-27T14:52:05.7051528Z
K2KI,5,2017-08-27T14:53:05.7051528Z
3I10,54,2017-08-27T14:52:05.7051528Z
3I10,54,2017-08-27T14:49:05.7051528Z
XUDH,9,2017-08-27T14:48:05.7051528Z
JM3Q,83,2017-08-27T14:48:05.7051528Z
JEKQ,4,2017-08-27T14:54:05.7051528Z
GZUU,49,2017-08-27T14:52:05.7051528Z
W1A3,66,2017-08-27T14:52:05.7051528Z
ALNY,87,2017-08-27T14:52:05.7051528Z
FFSE,56,2017-08-27T14:51:05.7051528Z
XCCN,5,2017-08-27T14:55:05.7051528Z
XIQY,74,2017-08-27T14:56:05.7051528Z
5T3E,33,2017-08-27T14:49:05.7051528Z
K2KI,7,2017-08-27T14:55:05.7051528Z
3G3Y,8,2017-08-27T14:59:05.7051528Z
11H1,89,2017-08-27T14:51:05.7051528Z
0F2E,95,2017-08-27T14:54:05.7051528Z
3G3Y,4,2017-08-27T14:58:05.7051528Z
AHDH,11,2017-08-27T14:54:05.7051528Z
3IP1,3,2017-08-27T14:51:05.7051528Z
4U0Z,47,2017-08-27T14:52:05.7051528Z
EE0S,72,2017-08-27T14:56:05.7051528Z
3G3Y,7,2017-08-27T15:00:05.7051528Z
JWUI,0,2017-08-27T14:48:05.7051528Z
21Y5,8,2017-08-27T14:46:05.7051528Z
WK0Z,40,2017-08-27T14:57:05.7051528Z
LZCW,94,2017-08-27T14:47:05.7051528Z
C42A,92,2017-08-27T14:48:05.7051528Z
XIQY,76,2017-08-27T14:58:05.7051528Z
S0PH,10,2017-08-27T14:50:05.7051528Z
H3XQ,44,2017-08-27T14:53:05.7051528Z
WSZR,29,2017-08-27T14:52:05.7051528Z
AXTV,7,2017-08-27T14:53:05.7051528Z
FFSE,55,2017-08-27T14:47:05.7051528Z
11H1,87,2017-08-27T14:54:05.7051528Z
XCCN,5,2017-08-27T14:59:05.7051528Z
GARC,48,2017-08-27T14:50:05.7051528Z
CU14,28,2017-08-27T14:49:05.7051528Z
VZXG,0,2017-08-27T14:56:05.7051528Z
1PZ2,29,2017-08-27T14:46:05.7051528Z
XIHC,70,2017-08-27T14:48:05.7051528Z
DBWM,14,2017-08-27T14:53:05.7051528Z
HKPE,1,2017-08-27T14:51:05.7051528Z
XCCN,9,2017-08-27T15:04:05.7051528Z
MFHL,86,2017-08-27T14:54:05.7051528Z
J1IP,65,2017-08-27T14:54:05.7051528Z
UUYC,9,2017-08-27T14:52:05.7051528Z
SUR1,35,2017-08-27T14:57:05.7051528Z
FFAU,7,2017-08-27T14:53:05.7051528Z
1PZ2,28,2017-08-27T14:51:05.7051528Z
VSJV,87,2017-08-27T14:49:05.7051528Z
LOL4,41,2017-08-27T14:52:05.7051528Z
GHRC,81,2017-08-27T14:58:05.7051528Z
1ZNS,20,2017-08-27T14:57:05.7051528Z
XX45,0,2017-08-27T14:49:05.7051528Z
YVGA,68,2017-08-27T14:54:05.7051528Z
SWDN,11,2017-08-27T14:49:05.7051528Z
YCRV,68,2017-08-27T14:53:05.7051528Z
BF0G,60,2017-08-27T15:00:05.7051528Z
1ROG,80,2017-08-27T14:57:05.7051528Z
G3XP,45,2017-08-27T14:56:05.7051528Z
0AAH,52,2017-08-27T14:51:05.7051528Z
UZBV,5,2017-08-27T14:55:05.7051528Z
GARC,47,2017-08-27T14:52:05.7051528Z
FX4F,51,2017-08-27T14:47:05.7051528Z
1ROG,85,2017-08-27T14:54:05.7051528Z
GZUU,46,2017-08-27T14:57:05.7051528Z
21FQ,29,2017-08-27T14:55:05.7051528Z
5LCH,85,2017-08-27T15:00:05.7051528Z
ZUZ3,51,2017-08-27T14:50:05.7051528Z
NRRO,65,2017-08-27T14:58:05.7051528Z
UNU4,13,2017-08-27T14:47:05.7051528Z
REZR,72,2017-08-27T14:49:05.7051528Z
LJU5,10,2017-08-27T14:48:05.7051528Z
J1IP,63,2017-08-27T14:58:05.7051528Z
R4NX,29,2017-08-27T14:50:05.7051528Z
XMSH,68,2017-08-27T14:57:05.7051528Z
DBZG,12,2017-08-27T14:56:05.7051528Z
3G3Y,6,2017-08-27T15:01:05.7051528Z
21FQ,27,2017-08-27T14:59:05.7051528Z
GHRC,84,2017-08-27T14:53:05.7051528Z
CIAW,87,2017-08-27T14:51:05.7051528Z
UZBV,7,2017-08-27T14:57:05.7051528Z
DBLL,99,2017-08-27T14:55:05.7051528Z
K2KI,9,2017-08-27T15:00:05.7051528Z
KV5X,30,2017-08-27T14:58:05.7051528Z
UBJP,54,2017-08-27T14:54:05.7051528Z
BF0G,58,2017-08-27T15:04:05.7051528Z
VLDE,0,2017-08-27T14:53:05.7051528Z
QXY5,24,2017-08-27T14:50:05.7051528Z
DQTM,47,2017-08-27T14:56:05.7051528Z
Y0LZ,15,2017-08-27T14:57:05.7051528Z
UBJP,58,2017-08-27T14:58:05.7051528Z
VSJV,88,2017-08-27T14:54:05.7051528Z
GSWR,5,2017-08-27T14:50:05.7051528Z
3HLN,17,2017-08-27T14:51:05.7051528Z
21FQ,27,2017-08-27T15:04:05.7051528Z
JM3Q,85,2017-08-27T14:51:05.7051528Z
W1A3,68,2017-08-27T14:53:05.7051528Z
UYP5,3,2017-08-27T14:55:05.7051528Z
0KO1,13,2017-08-27T14:50:05.7051528Z
YVGA,65,2017-08-27T14:58:05.7051528Z
L3AP,42,2017-08-27T15:01:05.7051528Z
AXTV,6,2017-08-27T14:54:05.7051528Z
HXA2,11,2017-08-27T14:51:05.7051528Z
DH5J,26,2017-08-27T14:56:05.7051528Z
AO1H,6,2017-08-27T14:56:05.7051528Z
YCRV,66,2017-08-27T14:58:05.7051528Z
VZXG,0,2017-08-27T14:59:05.7051528Z
JQTM,56,2017-08-27T14:55:05.7051528Z
BW5P,48,2017-08-27T14:52:05.7051528Z
BEHY,101,2017-08-27T14:49:05.7051528Z
2TRU,101,2017-08-27T15:00:05.7051528Z
LZCW,89,2017-08-27T14:50:05.7051528Z
0KO1,14,2017-08-27T14:53:05.7051528Z
V20F,45,2017-08-27T14:54:05.7051528Z
UH1P,55,2017-08-27T14:52:05.7051528Z
DBLL,102,2017-08-27T14:59:05.7051528Z
GSWR,6,2017-08-27T14:54:05.7051528Z
HIRY,26,2017-08-27T14:50:05.7051528Z
3PMW,74,2017-08-27T14:52:05.7051528Z
BF0G,56,2017-08-27T15:05:05.7051528Z
SKGG,33,2017-08-27T14:52:05.7051528Z
Q3DH,89,2017-08-27T14:53:05.7051528Z
B5YG,0,2017-08-27T15:03:05.7051528Z
YVGA,69,2017-08-27T15:02:05.7051528Z
0KO1,12,2017-08-27T14:55:05.7051528Z
R4NX,27,2017-08-27T14:53:05.7051528Z
GARC,48,2017-08-27T14:53:05.7051528Z
ALNY,83,2017-08-27T14:56:05.7051528Z
G3XP,41,2017-08-27T14:58:05.7051528Z
3IP1,6,2017-08-27T14:55:05.7051528Z
1PZ2,28,2017-08-27T14:55:05.7051528Z
JQTM,54,2017-08-27T14:57:05.7051528Z
HXA2,8,2017-08-27T14:54:05.7051528Z
WTKH,95,2017-08-27T14:55:05.7051528Z
BRC2,11,2017-08-27T15:00:05.7051528Z
ANNV,83,2017-08-27T14:47:05.7051528Z
VLDE,0,2017-08-27T14:56:05.7051528Z
WK0Z,41,2017-08-27T15:01:05.7051528Z
21Y5,3,2017-08-27T14:54:05.7051528Z
ANNV,84,2017-08-27T14:51:05.7051528Z
0AAH,47,2017-08-27T14:53:05.7051528Z
VSJV,86,2017-08-27T14:56:05.7051528Z
JEKQ,0,2017-08-27T15:00:05.7051528Z
2T0Y,8,2017-08-27T14:55:05.7051528Z
0AAH,45,2017-08-27T14:57:05.7051528Z
OHBR,69,2017-08-27T14:52:05.7051528Z
WSZR,33,2017-08-27T14:55:05.7051528Z
Y0LZ,13,2017-08-27T14:59:05.7051528Z
XX45,0,2017-08-27T14:50:05.7051528Z
OHBR,72,2017-08-27T14:54:05.7051528Z
3HLN,15,2017-08-27T14:53:05.7051528Z
UBJP,57,2017-08-27T15:06:05.7051528Z
WTKH,94,2017-08-27T14:56:05.7051528Z
3PMW,74,2017-08-27T14:56:05.7051528Z
C42A,94,2017-08-27T14:50:05.7051528Z
1ROG,80,2017-08-27T15:01:05.7051528Z
JEKQ,2,2017-08-27T14:57:05.7051528Z
YCRV,70,2017-08-27T15:01:05.7051528Z
JEKQ,0,2017-08-27T15:03:05.7051528Z
HKPE,0,2017-08-27T14:54:05.7051528Z
OKIB,57,2017-08-27T14:52:05.7051528Z
M5BI,15,2017-08-27T14:53:05.7051528Z
3I10,55,2017-08-27T14:57:05.7051528Z
1ZNS,19,2017-08-27T14:59:05.7051528Z
CU14,24,2017-08-27T14:53:05.7051528Z
AO1H,4,2017-08-27T15:04:05.7051528Z
UXWV,69,2017-08-27T14:55:05.7051528Z
21Y5,3,2017-08-27T14:50:05.7051528Z
0F2E,90,2017-08-27T14:57:05.7051528Z
OKIB,52,2017-08-27T14:55:05.7051528Z
MFHL,82,2017-08-27T14:57:05.7051528Z
DBWM,16,2017-08-27T14:57:05.7051528Z
FFSE,54,2017-08-27T14:56:05.7051528Z
0KO1,15,2017-08-27T14:57:05.7051528Z
JWUI,1,2017-08-27T14:52:05.7051528Z
YVGA,72,2017-08-27T15:05:05.7051528Z
SUR1,34,2017-08-27T15:00:05.7051528Z
AO1H,8,2017-08-27T15:01:05.7051528Z
UBJP,57,2017-08-27T15:03:05.7051528Z
R4NX,23,2017-08-27T14:57:05.7051528Z
JM3Q,87,2017-08-27T14:54:05.7051528Z
DQTM,47,2017-08-27T14:58:05.7051528Z
5LCH,83,2017-08-27T15:01:05.7051528Z
W1A3,65,2017-08-27T14:58:05.7051528Z
FFAU,4,2017-08-27T14:57:05.7051528Z
XCCN,11,2017-08-27T15:09:05.7051528Z
11H1,85,2017-08-27T14:58:05.7051528Z
0U0B,46,2017-08-27T14:51:05.7051528Z
5T3E,31,2017-08-27T14:54:05.7051528Z
BW5P,45,2017-08-27T14:56:05.7051528Z
1ZNS,16,2017-08-27T15:00:05.7051528Z
5T3E,32,2017-08-27T14:58:05.7051528Z
UUYC,7,2017-08-27T14:54:05.7051528Z
DBWM,16,2017-08-27T14:59:05.7051528Z
XUDH,8,2017-08-27T14:52:05.7051528Z
UUYC,11,2017-08-27T14:57:05.7051528Z
LOL4,45,2017-08-27T14:55:05.7051528Z
ANNV,80,2017-08-27T14:53:05.7051528Z
3PMW,72,2017-08-27T15:00:05.7051528Z
BW5P,44,2017-08-27T14:58:05.7051528Z
4U0Z,48,2017-08-27T14:54:05.7051528Z
S0PH,6,2017-08-27T14:54:05.7051528Z
AHDH,6,2017-08-27T14:56:05.7051528Z
SUR1,33,2017-08-27T15:02:05.7051528Z
GZUU,43,2017-08-27T14:58:05.7051528Z
AHDH,4,2017-08-27T15:01:05.7051528Z
SKGG,37,2017-08-27T14:54:05.7051528Z
DBWM,17,2017-08-27T15:01:05.7051528Z
LJU5,5,2017-08-27T14:50:05.7051528Z
WTKH,92,2017-08-27T15:00:05.7051528Z
WK0Z,42,2017-08-27T15:04:05.7051528Z
XIHC,73,2017-08-27T14:53:05.7051528Z
HKPE,0,2017-08-27T14:59:05.7051528Z
DBLL,104,2017-08-27T15:02:05.7051528Z
EE0S,75,2017-08-27T15:01:05.7051528Z
H3XQ,46,2017-08-27T14:58:05.7051528Z
L3AP,40,2017-08-27T15:02:05.7051528Z
DH5J,27,2017-08-27T15:04:05.7051528Z
SWDN,7,2017-08-27T14:52:05.7051528Z
SKGG,37,2017-08-27T14:55:05.7051528Z
1ROG,80,2017-08-27T15:03:05.7051528Z
XIQY,78,2017-08-27T14:59:05.7051528Z
DH5J,24,2017-08-27T14:59:05.7051528Z
OHBR,75,2017-08-27T14:59:05.7051528Z
ZUZ3,53,2017-08-27T14:51:05.7051528Z
SKGG,35,2017-08-27T14:57:05.7051528Z
AXTV,10,2017-08-27T14:59:05.7051528Z
VSJV,89,2017-08-27T14:59:05.7051528Z
SUR1,37,2017-08-27T15:06:05.7051528Z
QXY5,26,2017-08-27T14:53:05.7051528Z
4U0Z,44,2017-08-27T14:59:05.7051528Z
Q3DH,85,2017-08-27T14:55:05.7051528Z
UZBV,4,2017-08-27T15:00:05.7051528Z
XCCN,10,2017-08-27T15:14:05.7051528Z
CU14,25,2017-08-27T14:55:05.7051528Z
YVGA,72,2017-08-27T15:10:05.7051528Z
21FQ,27,2017-08-27T15:06:05.7051528Z
0KO1,13,2017-08-27T15:00:05.7051528Z
3IP1,4,2017-08-27T14:59:05.7051528Z
DQTM,48,2017-08-27T15:01:05.7051528Z
KV5X,25,2017-08-27T15:03:05.7051528Z
5T3E,28,2017-08-27T15:01:05.7051528Z
3G3Y,10,2017-08-27T15:02:05.7051528Z
DH5J,28,2017-08-27T15:06:05.7051528Z
SWDN,9,2017-08-27T14:57:05.7051528Z
EE0S,77,2017-08-27T15:02:05.7051528Z
1PZ2,24,2017-08-27T14:56:05.7051528Z
ALNY,85,2017-08-27T14:57:05.7051528Z
XMSH,70,2017-08-27T14:58:05.7051528Z
NRRO,60,2017-08-27T15:00:05.7051528Z
K2KI,4,2017-08-27T15:03:05.7051528Z
REZR,72,2017-08-27T14:51:05.7051528Z
XX45,1,2017-08-27T14:53:05.7051528Z
FX4F,54,2017-08-27T14:50:05.7051528Z
21FQ,31,2017-08-27T15:09:05.7051528Z
AXTV,9,2017-08-27T15:04:05.7051528Z
GHRC,77,2017-08-27T15:01:05.7051528Z
YVGA,76,2017-08-27T15:09:05.7051528Z
AHDH,0,2017-08-27T15:06:05.7051528Z
J1IP,63,2017-08-27T15:02:05.7051528Z
GARC,44,2017-08-27T14:56:05.7051528Z
JQTM,52,2017-08-27T15:02:05.7051528Z
5T3E,29,2017-08-27T15:02:05.7051528Z
1ROG,83,2017-08-27T15:07:05.7051528Z
JWUI,0,2017-08-27T14:55:05.7051528Z
MFHL,79,2017-08-27T15:00:05.7051528Z
Q3DH,86,2017-08-27T14:57:05.7051528Z
UBJP,54,2017-08-27T15:10:05.7051528Z
CIAW,83,2017-08-27T14:56:05.7051528Z
BF0G,51,2017-08-27T15:06:05.7051528Z
KV5X,27,2017-08-27T15:06:05.7051528Z
1ROG,78,2017-08-27T15:09:05.7051528Z
XMSH,72,2017-08-27T15:01:05.7051528Z
FFSE,52,2017-08-27T14:57:05.7051528Z
DBZG,9,2017-08-27T15:01:05.7051528Z
K2KI,0,2017-08-27T15:07:05.7051528Z
WTKH,92,2017-08-27T15:04:05.7051528Z
UNU4,11,2017-08-27T14:50:05.7051528Z
BRC2,15,2017-08-27T15:02:05.7051528Z
HIRY,26,2017-08-27T14:51:05.7051528Z
W1A3,66,2017-08-27T15:01:05.7051528Z
0KO1,10,2017-08-27T15:03:05.7051528Z
WSZR,35,2017-08-27T14:57:05.7051528Z
5LCH,80,2017-08-27T15:05:05.7051528Z
SKGG,38,2017-08-27T15:02:05.7051528Z
UH1P,55,2017-08-27T14:54:05.7051528Z
FFAU,8,2017-08-27T15:00:05.7051528Z
VZXG,0,2017-08-27T15:03:05.7051528Z
WSZR,38,2017-08-27T15:00:05.7051528Z
HXA2,12,2017-08-27T14:58:05.7051528Z
HKPE,0,2017-08-27T15:01:05.7051528Z
YVGA,73,2017-08-27T15:11:05.7051528Z
GSWR,9,2017-08-27T14:58:05.7051528Z
V20F,40,2017-08-27T14:56:05.7051528Z
HKPE,3,2017-08-27T15:02:05.7051528Z
3G3Y,9,2017-08-27T15:06:05.7051528Z
M5BI,19,2017-08-27T14:55:05.7051528Z
ALNY,82,2017-08-27T15:02:05.7051528Z
0U0B,41,2017-08-27T14:55:05.7051528Z
2TRU,98,2017-08-27T15:03:05.7051528Z
HKPE,4,2017-08-27T15:06:05.7051528Z
Y0LZ,12,2017-08-27T15:00:05.7051528Z
UXWV,64,2017-08-27T14:59:05.7051528Z
WTKH,89,2017-08-27T15:08:05.7051528Z
L3AP,44,2017-08-27T15:06:05.7051528Z
BEHY,105,2017-08-27T14:54:05.7051528Z
ZUZ3,50,2017-08-27T14:53:05.7051528Z
UYP5,1,2017-08-27T15:00:05.7051528Z
C42A,96,2017-08-27T14:52:05.7051528Z
VSJV,84,2017-08-27T15:00:05.7051528Z
1ZNS,11,2017-08-27T15:01:05.7051528Z
ZUZ3,50,2017-08-27T14:56:05.7051528Z
LJU5,9,2017-08-27T14:51:05.7051528Z
LZCW,86,2017-08-27T14:53:05.7051528Z
0F2E,85,2017-08-27T14:58:05.7051528Z
VZXG,3,2017-08-27T15:08:05.7051528Z
S0PH,7,2017-08-27T14:56:05.7051528Z
C42A,92,2017-08-27T14:54:05.7051528Z
3I10,59,2017-08-27T15:02:05.7051528Z
GARC,43,2017-08-27T14:57:05.7051528Z
0AAH,47,2017-08-27T15:00:05.7051528Z
KV5X,27,2017-08-27T15:07:05.7051528Z
VLDE,4,2017-08-27T14:57:05.7051528Z
BRC2,10,2017-08-27T15:06:05.7051528Z
FFSE,47,2017-08-27T14:58:05.7051528Z
DQTM,44,2017-08-27T15:03:05.7051528Z
2T0Y,11,2017-08-27T14:56:05.7051528Z
11H1,85,2017-08-27T14:59:05.7051528Z
XUDH,7,2017-08-27T14:57:05.7051528Z
VZXG,0,2017-08-27T15:13:05.7051528Z
XMSH,75,2017-08-27T15:06:05.7051528Z
B5YG,0,2017-08-27T15:05:05.7051528Z
EE0S,75,2017-08-27T15:03:05.7051528Z
1ZNS,6,2017-08-27T15:03:05.7051528Z
DBLL,99,2017-08-27T15:07:05.7051528Z
G3XP,36,2017-08-27T15:03:05.7051528Z
L3AP,39,2017-08-27T15:08:05.7051528Z
REZR,70,2017-08-27T14:52:05.7051528Z
YCRV,66,2017-08-27T15:04:05.7051528Z
ANNV,84,2017-08-27T14:57:05.7051528Z
UUYC,11,2017-08-27T14:58:05.7051528Z
21Y5,0,2017-08-27T14:59:05.7051528Z
H3XQ,45,2017-08-27T15:01:05.7051528Z
GSWR,9,2017-08-27T15:00:05.7051528Z
3HLN,15,2017-08-27T14:55:05.7051528Z
