Vehicle Registration,LicensedFrom,LicensedTo
F85,01/11/2003 00:00:00,31/10/2003 00:00:00
F86,01/11/2003 00:00:00,31/10/2003 00:00:00
F87,01/11/2003 00:00:00,31/10/2003 00:00:00
F88,01/11/2003 00:00:00,31/10/2003 00:00:00
F89,01/11/2003 00:00:00,31/10/2003 00:00:00
G81,01/11/2003 00:00:00,31/10/2003 00:00:00
G82,01/11/2003 00:00:00,31/10/2003 00:00:00
G83,01/11/2003 00:00:00,31/10/2003 00:00:00
G84,01/11/2003 00:00:00,31/10/2003 00:00:00
G85,01/11/2003 00:00:00,31/10/2003 00:00:00
G86,01/11/2003 00:00:00,31/10/2003 00:00:00
G87,01/11/2003 00:00:00,31/10/2003 00:00:00
G88,01/11/2003 00:00:00,31/10/2003 00:00:00
G89,01/11/2003 00:00:00,31/10/2003 00:00:00
H81,01/11/2003 00:00:00,31/10/2003 00:00:00
H82,01/11/2003 00:00:00,31/10/2003 00:00:00
H83,01/11/2003 00:00:00,31/10/2003 00:00:00
H84,01/11/2003 00:00:00,31/10/2003 00:00:00
H85,01/11/2003 00:00:00,31/10/2003 00:00:00
H86,01/11/2003 00:00:00,31/10/2003 00:00:00
H87,01/11/2003 00:00:00,31/10/2003 00:00:00
H88,01/11/2003 00:00:00,31/10/2003 00:00:00
H89,01/11/2003 00:00:00,31/10/2003 00:00:00
J81,01/11/2003 00:00:00,31/10/2003 00:00:00
J82,01/11/2003 00:00:00,31/10/2003 00:00:00
J83,01/11/2003 00:00:00,31/10/2003 00:00:00
J84,01/11/2003 00:00:00,31/10/2003 00:00:00
J85,01/11/2003 00:00:00,31/10/2003 00:00:00
J86,01/11/2003 00:00:00,31/10/2003 00:00:00
J87,01/11/2003 00:00:00,31/10/2003 00:00:00
J88,01/11/2003 00:00:00,31/10/2003 00:00:00
J89,01/11/2003 00:00:00,31/10/2003 00:00:00
K81,01/11/2003 00:00:00,31/10/2003 00:00:00
K82,01/11/2003 00:00:00,31/10/2003 00:00:00
K83,01/11/2003 00:00:00,31/10/2003 00:00:00
K84,01/11/2003 00:00:00,31/10/2003 00:00:00
K85,01/11/2003 00:00:00,31/10/2003 00:00:00
K86,01/11/2003 00:00:00,31/10/2003 00:00:00
K87,01/11/2003 00:00:00,31/10/2003 00:00:00
K88,01/11/2003 00:00:00,31/10/2003 00:00:00
K89,01/11/2003 00:00:00,31/10/2003 00:00:00
L81,01/11/2003 00:00:00,31/10/2003 00:00:00
L82,01/11/2003 00:00:00,31/10/2003 00:00:00
L83,01/11/2003 00:00:00,31/10/2003 00:00:00
L84,01/11/2003 00:00:00,31/10/2003 00:00:00
L85,01/11/2003 00:00:00,31/10/2003 00:00:00
L86,01/11/2003 00:00:00,31/10/2003 00:00:00
L87,01/11/2003 00:00:00,31/10/2003 00:00:00
L88,01/11/2003 00:00:00,31/10/2003 00:00:00
L89,01/11/2003 00:00:00,31/10/2003 00:00:00
M81,01/11/2003 00:00:00,31/10/2003 00:00:00
M82,01/11/2003 00:00:00,31/10/2003 00:00:00
M83,01/11/2003 00:00:00,31/10/2003 00:00:00
M84,01/11/2003 00:00:00,31/10/2003 00:00:00
M85,01/11/2003 00:00:00,31/10/2003 00:00:00
M86,01/11/2003 00:00:00,31/10/2003 00:00:00
M87,01/11/2003 00:00:00,31/10/2003 00:00:00
M88,01/11/2003 00:00:00,31/10/2003 00:00:00
M89,01/11/2003 00:00:00,31/10/2003 00:00:00
N81,01/11/2003 00:00:00,31/10/2003 00:00:00
N82,01/11/2003 00:00:00,31/10/2003 00:00:00
N83,01/11/2003 00:00:00,31/10/2003 00:00:00
N84,01/11/2003 00:00:00,31/10/2003 00:00:00
N85,01/11/2003 00:00:00,31/10/2003 00:00:00
N86,01/11/2003 00:00:00,31/10/2003 00:00:00
N87,01/11/2003 00:00:00,31/10/2003 00:00:00
N88,01/11/2003 00:00:00,31/10/2003 00:00:00
N89,01/11/2003 00:00:00,31/10/2003 00:00:00
P81,01/11/2003 00:00:00,31/10/2003 00:00:00
P82,01/11/2003 00:00:00,31/10/2003 00:00:00
P83,01/11/2003 00:00:00,31/10/2003 00:00:00
P84,01/11/2003 00:00:00,31/10/2003 00:00:00
P85,01/11/2003 00:00:00,31/10/2003 00:00:00
P86,01/11/2003 00:00:00,31/10/2003 00:00:00
P87,01/11/2003 00:00:00,31/10/2003 00:00:00
P88,01/11/2003 00:00:00,31/10/2003 00:00:00
P89,01/11/2003 00:00:00,31/10/2003 00:00:00
R81,01/11/2003 00:00:00,31/10/2003 00:00:00
R82,01/11/2003 00:00:00,31/10/2003 00:00:00
R83,01/11/2003 00:00:00,31/10/2003 00:00:00
R84,01/11/2003 00:00:00,31/10/2003 00:00:00
R85,01/11/2003 00:00:00,31/10/2003 00:00:00
R86,01/11/2003 00:00:00,31/10/2003 00:00:00
R87,01/11/2003 00:00:00,31/10/2003 00:00:00
R88,01/11/2003 00:00:00,31/10/2003 00:00:00
R89,01/11/2003 00:00:00,31/10/2003 00:00:00
S81,01/11/2003 00:00:00,31/10/2003 00:00:00
S82,01/11/2003 00:00:00,31/10/2003 00:00:00
S83,01/11/2003 00:00:00,31/10/2003 00:00:00
S84,01/11/2003 00:00:00,31/10/2003 00:00:00
S85,01/11/2003 00:00:00,31/10/2003 00:00:00
S86,01/11/2003 00:00:00,31/10/2003 00:00:00
S87,01/11/2003 00:00:00,31/10/2003 00:00:00
S88,01/11/2003 00:00:00,31/10/2003 00:00:00
S89,01/11/2003 00:00:00,31/10/2003 00:00:00
T81,01/11/2003 00:00:00,31/10/2003 00:00:00
T82,01/11/2003 00:00:00,31/10/2003 00:00:00
T83,01/11/2003 00:00:00,31/10/2003 00:00:00
T84,01/11/2003 00:00:00,31/10/2003 00:00:00
T85,01/11/2003 00:00:00,31/10/2003 00:00:00
T86,01/11/2003 00:00:00,31/10/2003 00:00:00
T87,01/11/2003 00:00:00,31/10/2003 00:00:00
T88,01/11/2003 00:00:00,31/10/2003 00:00:00
T89,01/11/2003 00:00:00,31/10/2003 00:00:00
V81,01/11/2003 00:00:00,31/10/2003 00:00:00
V82,01/11/2003 00:00:00,31/10/2003 00:00:00
V83,01/11/2003 00:00:00,31/10/2003 00:00:00
V84,01/11/2003 00:00:00,31/10/2003 00:00:00
V85,01/11/2003 00:00:00,31/10/2003 00:00:00
V86,01/11/2003 00:00:00,31/10/2003 00:00:00
V87,01/11/2003 00:00:00,31/10/2003 00:00:00
V88,01/11/2003 00:00:00,31/10/2003 00:00:00
V89,01/11/2003 00:00:00,31/10/2003 00:00:00
W81,01/11/2003 00:00:00,31/10/2003 00:00:00
W82,01/11/2003 00:00:00,31/10/2003 00:00:00
W83,01/11/2003 00:00:00,31/10/2003 00:00:00
W84,01/11/2003 00:00:00,31/10/2003 00:00:00
W85,01/11/2003 00:00:00,31/10/2003 00:00:00
W86,01/11/2003 00:00:00,31/10/2003 00:00:00
W87,01/11/2003 00:00:00,31/10/2003 00:00:00
W88,01/11/2003 00:00:00,31/10/2003 00:00:00
W89,01/11/2003 00:00:00,31/10/2003 00:00:00
X81,01/11/2003 00:00:00,31/10/2003 00:00:00
X82,01/11/2003 00:00:00,31/10/2003 00:00:00
X83,01/11/2003 00:00:00,31/10/2003 00:00:00
X84,01/11/2003 00:00:00,31/10/2003 00:00:00
X85,01/11/2003 00:00:00,31/10/2003 00:00:00
X86,01/11/2003 00:00:00,31/10/2003 00:00:00
X87,01/11/2003 00:00:00,31/10/2003 00:00:00
X88,01/11/2003 00:00:00,31/10/2003 00:00:00
X89,01/11/2003 00:00:00,31/10/2003 00:00:00
Y81,01/11/2003 00:00:00,31/10/2003 00:00:00
Y82,01/11/2003 00:00:00,31/10/2003 00:00:00
Y83,01/11/2003 00:00:00,31/10/2003 00:00:00
Y84,01/11/2003 00:00:00,31/10/2003 00:00:00
Y85,01/11/2003 00:00:00,31/10/2003 00:00:00
Y86,01/11/2003 00:00:00,31/10/2003 00:00:00
Y87,01/11/2003 00:00:00,31/10/2003 00:00:00
Y88,01/11/2003 00:00:00,31/10/2003 00:00:00
Y89,01/11/2003 00:00:00,31/10/2003 00:00:00
Z81,01/11/2003 00:00:00,31/10/2003 00:00:00
Z82,01/11/2003 00:00:00,31/10/2003 00:00:00
Z83,01/11/2003 00:00:00,31/10/2003 00:00:00
Z84,01/11/2003 00:00:00,31/10/2003 00:00:00
Z85,01/11/2003 00:00:00,31/10/2003 00:00:00
Z86,01/11/2003 00:00:00,31/10/2003 00:00:00
Z87,01/11/2003 00:00:00,31/10/2003 00:00:00
Z88,01/11/2003 00:00:00,31/10/2003 00:00:00
Z89,01/11/2003 00:00:00,31/10/2003 00:00:00
