Ticker,Price,QuoteTime
"WSZR",27,2017-08-27T15:47:05.7051528+01:00
"K2KI",12,2017-08-27T15:45:05.7051528+01:00
"LOL4",47,2017-08-27T15:48:05.7051528+01:00
"VSJV",84,2017-08-27T15:46:05.7051528+01:00
"DBZG",14,2017-08-27T15:49:05.7051528+01:00
"BRC2",18,2017-08-27T15:48:05.7051528+01:00
"MFHL",91,2017-08-27T15:49:05.7051528+01:00
"BF0G",70,2017-08-27T15:48:05.7051528+01:00
"HKPE",0,2017-08-27T15:48:05.7051528+01:00
"XX45",4,2017-08-27T15:48:05.7051528+01:00
"JQTM",60,2017-08-27T15:47:05.7051528+01:00
"ANNV",93,2017-08-27T15:45:05.7051528+01:00
"GZUU",45,2017-08-27T15:47:05.7051528+01:00
"LZCW",92,2017-08-27T15:45:05.7051528+01:00
"DH5J",24,2017-08-27T15:48:05.7051528+01:00
"W1A3",70,2017-08-27T15:47:05.7051528+01:00
"0KO1",11,2017-08-27T15:49:05.7051528+01:00
"2T0Y",11,2017-08-27T15:45:05.7051528+01:00
"1ROG",80,2017-08-27T15:49:05.7051528+01:00
"GSWR",10,2017-08-27T15:45:05.7051528+01:00
"EE0S",72,2017-08-27T15:48:05.7051528+01:00
"3G3Y",0,2017-08-27T15:54:05.7051528+01:00
"3HLN",15,2017-08-27T15:49:05.7051528+01:00
"DBLL",98,2017-08-27T15:47:05.7051528+01:00
"WTKH",99,2017-08-27T15:47:05.7051528+01:00
"BF0G",66,2017-08-27T15:49:05.7051528+01:00
"0AAH",49,2017-08-27T15:46:05.7051528+01:00
"BEHY",98,2017-08-27T15:46:05.7051528+01:00
"XIQY",67,2017-08-27T15:49:05.7051528+01:00
"11H1",94,2017-08-27T15:49:05.7051528+01:00
"HIRY",19,2017-08-27T15:47:05.7051528+01:00
"21FQ",42,2017-08-27T15:48:05.7051528+01:00
"0F2E",93,2017-08-27T15:46:05.7051528+01:00
"OHBR",77,2017-08-27T15:45:05.7051528+01:00
"XCCN",14,2017-08-27T15:48:05.7051528+01:00
"R4NX",30,2017-08-27T15:49:05.7051528+01:00
"XIHC",71,2017-08-27T15:46:05.7051528+01:00
"UBJP",59,2017-08-27T15:51:05.7051528+01:00
"BRC2",18,2017-08-27T15:55:05.7051528+01:00
"UZBV",4,2017-08-27T15:46:05.7051528+01:00
"3I10",55,2017-08-27T15:45:05.7051528+01:00
"BRC2",21,2017-08-27T15:51:05.7051528+01:00
"FFSE",56,2017-08-27T15:45:05.7051528+01:00
"0U0B",54,2017-08-27T15:45:05.7051528+01:00
"0AAH",52,2017-08-27T15:45:05.7051528+01:00
"L3AP",46,2017-08-27T15:49:05.7051528+01:00
"3PMW",73,2017-08-27T15:47:05.7051528+01:00
"FFAU",7,2017-08-27T15:46:05.7051528+01:00
"VZXG",3,2017-08-27T15:49:05.7051528+01:00
"JM3Q",85,2017-08-27T15:47:05.7051528+01:00
"AHDH",7,2017-08-27T15:49:05.7051528+01:00
"AO1H",8,2017-08-27T15:47:05.7051528+01:00
"XMSH",65,2017-08-27T15:48:05.7051528+01:00
"3IP1",5,2017-08-27T15:47:05.7051528+01:00
"L3AP",50,2017-08-27T15:52:05.7051528+01:00
"UXWV",74,2017-08-27T15:48:05.7051528+01:00
"NRRO",61,2017-08-27T15:47:05.7051528+01:00
"M5BI",14,2017-08-27T15:46:05.7051528+01:00
"UUYC",11,2017-08-27T15:48:05.7051528+01:00
"Y0LZ",22,2017-08-27T15:49:05.7051528+01:00
"WK0Z",41,2017-08-27T15:53:05.7051528+01:00
"DBLL",97,2017-08-27T15:50:05.7051528+01:00
"QXY5",27,2017-08-27T15:47:05.7051528+01:00
"5LCH",92,2017-08-27T15:47:05.7051528+01:00
"C42A",96,2017-08-27T15:46:05.7051528+01:00
"OKIB",59,2017-08-27T15:47:05.7051528+01:00
"3G3Y",2,2017-08-27T15:49:05.7051528+01:00
"AXTV",6,2017-08-27T15:47:05.7051528+01:00
"XCCN",10,2017-08-27T15:52:05.7051528+01:00
"Y0LZ",25,2017-08-27T15:46:05.7051528+01:00
"V20F",53,2017-08-27T15:47:05.7051528+01:00
"UNU4",18,2017-08-27T15:46:05.7051528+01:00
"BW5P",54,2017-08-27T15:48:05.7051528+01:00
"SKGG",35,2017-08-27T15:48:05.7051528+01:00
"BF0G",67,2017-08-27T15:52:05.7051528+01:00
"UBJP",62,2017-08-27T15:47:05.7051528+01:00
"VLDE",0,2017-08-27T15:46:05.7051528+01:00
"ZUZ3",55,2017-08-27T15:48:05.7051528+01:00
"JWUI",3,2017-08-27T15:46:05.7051528+01:00
"0F2E",93,2017-08-27T15:49:05.7051528+01:00
"KV5X",35,2017-08-27T15:50:05.7051528+01:00
"J1IP",70,2017-08-27T15:49:05.7051528+01:00
"B5YG",2,2017-08-27T15:50:05.7051528+01:00
"5LCH",87,2017-08-27T15:49:05.7051528+01:00
"SUR1",31,2017-08-27T15:52:05.7051528+01:00
"JQTM",59,2017-08-27T15:52:05.7051528+01:00
"MFHL",91,2017-08-27T15:50:05.7051528+01:00
"0U0B",53,2017-08-27T15:48:05.7051528+01:00
"DQTM",51,2017-08-27T15:51:05.7051528+01:00
"J1IP",68,2017-08-27T15:48:05.7051528+01:00
"HXA2",9,2017-08-27T15:47:05.7051528+01:00
"JEKQ",0,2017-08-27T15:53:05.7051528+01:00
"L3AP",49,2017-08-27T15:56:05.7051528+01:00
"BEHY",101,2017-08-27T15:47:05.7051528+01:00
"VLDE",0,2017-08-27T15:48:05.7051528+01:00
"LOL4",46,2017-08-27T15:50:05.7051528+01:00
"G3XP",47,2017-08-27T15:52:05.7051528+01:00
"1ZNS",25,2017-08-27T15:49:05.7051528+01:00
"5LCH",85,2017-08-27T15:54:05.7051528+01:00
"21FQ",39,2017-08-27T15:50:05.7051528+01:00
"ZUZ3",55,2017-08-27T15:49:05.7051528+01:00
"OHBR",74,2017-08-27T15:46:05.7051528+01:00
"AXTV",10,2017-08-27T15:52:05.7051528+01:00
"DBZG",13,2017-08-27T15:54:05.7051528+01:00
"BF0G",65,2017-08-27T15:55:05.7051528+01:00
"OHBR",73,2017-08-27T15:50:05.7051528+01:00
"B5YG",0,2017-08-27T15:54:05.7051528+01:00
"K2KI",8,2017-08-27T15:48:05.7051528+01:00
"HIRY",22,2017-08-27T15:49:05.7051528+01:00
"2T0Y",11,2017-08-27T15:50:05.7051528+01:00
"BRC2",15,2017-08-27T15:58:05.7051528+01:00
"2TRU",104,2017-08-27T15:51:05.7051528+01:00
"1ZNS",21,2017-08-27T15:53:05.7051528+01:00
"FFAU",4,2017-08-27T15:50:05.7051528+01:00
"ANNV",88,2017-08-27T15:46:05.7051528+01:00
"DBLL",101,2017-08-27T15:51:05.7051528+01:00
"UXWV",70,2017-08-27T15:50:05.7051528+01:00
"NRRO",61,2017-08-27T15:56:05.7051528+01:00
"3HLN",16,2017-08-27T15:50:05.7051528+01:00
"XMSH",64,2017-08-27T15:53:05.7051528+01:00
"UZBV",1,2017-08-27T15:51:05.7051528+01:00
"3PMW",72,2017-08-27T15:50:05.7051528+01:00
"5LCH",88,2017-08-27T15:56:05.7051528+01:00
"BW5P",52,2017-08-27T15:51:05.7051528+01:00
"ALNY",88,2017-08-27T15:48:05.7051528+01:00
"1ROG",82,2017-08-27T15:51:05.7051528+01:00
"UYP5",4,2017-08-27T15:52:05.7051528+01:00
"V20F",49,2017-08-27T15:52:05.7051528+01:00
"21FQ",34,2017-08-27T15:53:05.7051528+01:00
"3I10",53,2017-08-27T15:46:05.7051528+01:00
"B5YG",3,2017-08-27T15:58:05.7051528+01:00
"WSZR",31,2017-08-27T15:51:05.7051528+01:00
"XIQY",71,2017-08-27T15:54:05.7051528+01:00
"1ZNS",18,2017-08-27T15:55:05.7051528+01:00
"NRRO",61,2017-08-27T15:52:05.7051528+01:00
"2TRU",102,2017-08-27T15:56:05.7051528+01:00
"AO1H",8,2017-08-27T15:52:05.7051528+01:00
"YCRV",69,2017-08-27T15:51:05.7051528+01:00
"EE0S",70,2017-08-27T15:51:05.7051528+01:00
"Q3DH",94,2017-08-27T15:49:05.7051528+01:00
"0U0B",50,2017-08-27T15:50:05.7051528+01:00
"M5BI",16,2017-08-27T15:51:05.7051528+01:00
"DBWM",13,2017-08-27T15:51:05.7051528+01:00
"KV5X",34,2017-08-27T15:57:05.7051528+01:00
"L3AP",46,2017-08-27T15:59:05.7051528+01:00
"CIAW",89,2017-08-27T15:48:05.7051528+01:00
"VZXG",0,2017-08-27T15:54:05.7051528+01:00
"KV5X",34,2017-08-27T15:54:05.7051528+01:00
"OKIB",59,2017-08-27T15:48:05.7051528+01:00
"3I10",52,2017-08-27T15:48:05.7051528+01:00
"Y0LZ",20,2017-08-27T15:53:05.7051528+01:00
"UH1P",57,2017-08-27T15:48:05.7051528+01:00
"DH5J",28,2017-08-27T15:52:05.7051528+01:00
"WTKH",95,2017-08-27T15:52:05.7051528+01:00
"K2KI",5,2017-08-27T15:53:05.7051528+01:00
"3I10",54,2017-08-27T15:52:05.7051528+01:00
"3I10",54,2017-08-27T15:49:05.7051528+01:00
"XUDH",9,2017-08-27T15:48:05.7051528+01:00
"JM3Q",83,2017-08-27T15:48:05.7051528+01:00
"JEKQ",4,2017-08-27T15:54:05.7051528+01:00
"GZUU",49,2017-08-27T15:52:05.7051528+01:00
"W1A3",66,2017-08-27T15:52:05.7051528+01:00
"ALNY",87,2017-08-27T15:52:05.7051528+01:00
"FFSE",56,2017-08-27T15:51:05.7051528+01:00
"XCCN",5,2017-08-27T15:55:05.7051528+01:00
"XIQY",74,2017-08-27T15:56:05.7051528+01:00
"5T3E",33,2017-08-27T15:49:05.7051528+01:00
"K2KI",7,2017-08-27T15:55:05.7051528+01:00
"3G3Y",8,2017-08-27T15:59:05.7051528+01:00
"11H1",89,2017-08-27T15:51:05.7051528+01:00
"0F2E",95,2017-08-27T15:54:05.7051528+01:00
"3G3Y",4,2017-08-27T15:58:05.7051528+01:00
"AHDH",11,2017-08-27T15:54:05.7051528+01:00
"3IP1",3,2017-08-27T15:51:05.7051528+01:00
"4U0Z",47,2017-08-27T15:52:05.7051528+01:00
"EE0S",72,2017-08-27T15:56:05.7051528+01:00
"3G3Y",7,2017-08-27T16:00:05.7051528+01:00
"JWUI",0,2017-08-27T15:48:05.7051528+01:00
"21Y5",8,2017-08-27T15:46:05.7051528+01:00
"WK0Z",40,2017-08-27T15:57:05.7051528+01:00
"LZCW",94,2017-08-27T15:47:05.7051528+01:00
"C42A",92,2017-08-27T15:48:05.7051528+01:00
"XIQY",76,2017-08-27T15:58:05.7051528+01:00
"S0PH",10,2017-08-27T15:50:05.7051528+01:00
"H3XQ",44,2017-08-27T15:53:05.7051528+01:00
"WSZR",29,2017-08-27T15:52:05.7051528+01:00
"AXTV",7,2017-08-27T15:53:05.7051528+01:00
"FFSE",55,2017-08-27T15:47:05.7051528+01:00
"11H1",87,2017-08-27T15:54:05.7051528+01:00
"XCCN",5,2017-08-27T15:59:05.7051528+01:00
"GARC",48,2017-08-27T15:50:05.7051528+01:00
"CU14",28,2017-08-27T15:49:05.7051528+01:00
"VZXG",0,2017-08-27T15:56:05.7051528+01:00
"1PZ2",29,2017-08-27T15:46:05.7051528+01:00
"XIHC",70,2017-08-27T15:48:05.7051528+01:00
"DBWM",14,2017-08-27T15:53:05.7051528+01:00
"HKPE",1,2017-08-27T15:51:05.7051528+01:00
"XCCN",9,2017-08-27T16:04:05.7051528+01:00
"MFHL",86,2017-08-27T15:54:05.7051528+01:00
"J1IP",65,2017-08-27T15:54:05.7051528+01:00
"UUYC",9,2017-08-27T15:52:05.7051528+01:00
"SUR1",35,2017-08-27T15:57:05.7051528+01:00
"FFAU",7,2017-08-27T15:53:05.7051528+01:00
"1PZ2",28,2017-08-27T15:51:05.7051528+01:00
"VSJV",87,2017-08-27T15:49:05.7051528+01:00
"LOL4",41,2017-08-27T15:52:05.7051528+01:00
"GHRC",81,2017-08-27T15:58:05.7051528+01:00
"1ZNS",20,2017-08-27T15:57:05.7051528+01:00
"XX45",0,2017-08-27T15:49:05.7051528+01:00
"YVGA",68,2017-08-27T15:54:05.7051528+01:00
"SWDN",11,2017-08-27T15:49:05.7051528+01:00
"YCRV",68,2017-08-27T15:53:05.7051528+01:00
"BF0G",60,2017-08-27T16:00:05.7051528+01:00
"1ROG",80,2017-08-27T15:57:05.7051528+01:00
"G3XP",45,2017-08-27T15:56:05.7051528+01:00
"0AAH",52,2017-08-27T15:51:05.7051528+01:00
"UZBV",5,2017-08-27T15:55:05.7051528+01:00
"GARC",47,2017-08-27T15:52:05.7051528+01:00
"FX4F",51,2017-08-27T15:47:05.7051528+01:00
"1ROG",85,2017-08-27T15:54:05.7051528+01:00
"GZUU",46,2017-08-27T15:57:05.7051528+01:00
"21FQ",29,2017-08-27T15:55:05.7051528+01:00
"5LCH",85,2017-08-27T16:00:05.7051528+01:00
"ZUZ3",51,2017-08-27T15:50:05.7051528+01:00
"NRRO",65,2017-08-27T15:58:05.7051528+01:00
"UNU4",13,2017-08-27T15:47:05.7051528+01:00
"REZR",72,2017-08-27T15:49:05.7051528+01:00
"LJU5",10,2017-08-27T15:48:05.7051528+01:00
"J1IP",63,2017-08-27T15:58:05.7051528+01:00
"R4NX",29,2017-08-27T15:50:05.7051528+01:00
"XMSH",68,2017-08-27T15:57:05.7051528+01:00
"DBZG",12,2017-08-27T15:56:05.7051528+01:00
"3G3Y",6,2017-08-27T16:01:05.7051528+01:00
"21FQ",27,2017-08-27T15:59:05.7051528+01:00
"GHRC",84,2017-08-27T15:53:05.7051528+01:00
"CIAW",87,2017-08-27T15:51:05.7051528+01:00
"UZBV",7,2017-08-27T15:57:05.7051528+01:00
"DBLL",99,2017-08-27T15:55:05.7051528+01:00
"K2KI",9,2017-08-27T16:00:05.7051528+01:00
"KV5X",30,2017-08-27T15:58:05.7051528+01:00
"UBJP",54,2017-08-27T15:54:05.7051528+01:00
"BF0G",58,2017-08-27T16:04:05.7051528+01:00
"VLDE",0,2017-08-27T15:53:05.7051528+01:00
"QXY5",24,2017-08-27T15:50:05.7051528+01:00
"DQTM",47,2017-08-27T15:56:05.7051528+01:00
"Y0LZ",15,2017-08-27T15:57:05.7051528+01:00
"UBJP",58,2017-08-27T15:58:05.7051528+01:00
"VSJV",88,2017-08-27T15:54:05.7051528+01:00
"GSWR",5,2017-08-27T15:50:05.7051528+01:00
"3HLN",17,2017-08-27T15:51:05.7051528+01:00
"21FQ",27,2017-08-27T16:04:05.7051528+01:00
"JM3Q",85,2017-08-27T15:51:05.7051528+01:00
"W1A3",68,2017-08-27T15:53:05.7051528+01:00
"UYP5",3,2017-08-27T15:55:05.7051528+01:00
"0KO1",13,2017-08-27T15:50:05.7051528+01:00
"YVGA",65,2017-08-27T15:58:05.7051528+01:00
"L3AP",42,2017-08-27T16:01:05.7051528+01:00
"AXTV",6,2017-08-27T15:54:05.7051528+01:00
"HXA2",11,2017-08-27T15:51:05.7051528+01:00
"DH5J",26,2017-08-27T15:56:05.7051528+01:00
"AO1H",6,2017-08-27T15:56:05.7051528+01:00
"YCRV",66,2017-08-27T15:58:05.7051528+01:00
"VZXG",0,2017-08-27T15:59:05.7051528+01:00
"JQTM",56,2017-08-27T15:55:05.7051528+01:00
"BW5P",48,2017-08-27T15:52:05.7051528+01:00
"BEHY",101,2017-08-27T15:49:05.7051528+01:00
"2TRU",101,2017-08-27T16:00:05.7051528+01:00
"LZCW",89,2017-08-27T15:50:05.7051528+01:00
"0KO1",14,2017-08-27T15:53:05.7051528+01:00
"V20F",45,2017-08-27T15:54:05.7051528+01:00
"UH1P",55,2017-08-27T15:52:05.7051528+01:00
"DBLL",102,2017-08-27T15:59:05.7051528+01:00
"GSWR",6,2017-08-27T15:54:05.7051528+01:00
"HIRY",26,2017-08-27T15:50:05.7051528+01:00
"3PMW",74,2017-08-27T15:52:05.7051528+01:00
"BF0G",56,2017-08-27T16:05:05.7051528+01:00
"SKGG",33,2017-08-27T15:52:05.7051528+01:00
"Q3DH",89,2017-08-27T15:53:05.7051528+01:00
"B5YG",0,2017-08-27T16:03:05.7051528+01:00
"YVGA",69,2017-08-27T16:02:05.7051528+01:00
"0KO1",12,2017-08-27T15:55:05.7051528+01:00
"R4NX",27,2017-08-27T15:53:05.7051528+01:00
"GARC",48,2017-08-27T15:53:05.7051528+01:00
"ALNY",83,2017-08-27T15:56:05.7051528+01:00
"G3XP",41,2017-08-27T15:58:05.7051528+01:00
"3IP1",6,2017-08-27T15:55:05.7051528+01:00
"1PZ2",28,2017-08-27T15:55:05.7051528+01:00
"JQTM",54,2017-08-27T15:57:05.7051528+01:00
"HXA2",8,2017-08-27T15:54:05.7051528+01:00
"WTKH",95,2017-08-27T15:55:05.7051528+01:00
"BRC2",11,2017-08-27T16:00:05.7051528+01:00
"ANNV",83,2017-08-27T15:47:05.7051528+01:00
"VLDE",0,2017-08-27T15:56:05.7051528+01:00
"WK0Z",41,2017-08-27T16:01:05.7051528+01:00
"21Y5",3,2017-08-27T15:54:05.7051528+01:00
"ANNV",84,2017-08-27T15:51:05.7051528+01:00
"0AAH",47,2017-08-27T15:53:05.7051528+01:00
"VSJV",86,2017-08-27T15:56:05.7051528+01:00
"JEKQ",0,2017-08-27T16:00:05.7051528+01:00
"2T0Y",8,2017-08-27T15:55:05.7051528+01:00
"0AAH",45,2017-08-27T15:57:05.7051528+01:00
"OHBR",69,2017-08-27T15:52:05.7051528+01:00
"WSZR",33,2017-08-27T15:55:05.7051528+01:00
"Y0LZ",13,2017-08-27T15:59:05.7051528+01:00
"XX45",0,2017-08-27T15:50:05.7051528+01:00
"OHBR",72,2017-08-27T15:54:05.7051528+01:00
"3HLN",15,2017-08-27T15:53:05.7051528+01:00
"UBJP",57,2017-08-27T16:06:05.7051528+01:00
"WTKH",94,2017-08-27T15:56:05.7051528+01:00
"3PMW",74,2017-08-27T15:56:05.7051528+01:00
"C42A",94,2017-08-27T15:50:05.7051528+01:00
"1ROG",80,2017-08-27T16:01:05.7051528+01:00
"JEKQ",2,2017-08-27T15:57:05.7051528+01:00
"YCRV",70,2017-08-27T16:01:05.7051528+01:00
"JEKQ",0,2017-08-27T16:03:05.7051528+01:00
"HKPE",0,2017-08-27T15:54:05.7051528+01:00
"OKIB",57,2017-08-27T15:52:05.7051528+01:00
"M5BI",15,2017-08-27T15:53:05.7051528+01:00
"3I10",55,2017-08-27T15:57:05.7051528+01:00
"1ZNS",19,2017-08-27T15:59:05.7051528+01:00
"CU14",24,2017-08-27T15:53:05.7051528+01:00
"AO1H",4,2017-08-27T16:04:05.7051528+01:00
"UXWV",69,2017-08-27T15:55:05.7051528+01:00
"21Y5",3,2017-08-27T15:50:05.7051528+01:00
"0F2E",90,2017-08-27T15:57:05.7051528+01:00
"OKIB",52,2017-08-27T15:55:05.7051528+01:00
"MFHL",82,2017-08-27T15:57:05.7051528+01:00
"DBWM",16,2017-08-27T15:57:05.7051528+01:00
"FFSE",54,2017-08-27T15:56:05.7051528+01:00
"0KO1",15,2017-08-27T15:57:05.7051528+01:00
"JWUI",1,2017-08-27T15:52:05.7051528+01:00
"YVGA",72,2017-08-27T16:05:05.7051528+01:00
"SUR1",34,2017-08-27T16:00:05.7051528+01:00
"AO1H",8,2017-08-27T16:01:05.7051528+01:00
"UBJP",57,2017-08-27T16:03:05.7051528+01:00
"R4NX",23,2017-08-27T15:57:05.7051528+01:00
"JM3Q",87,2017-08-27T15:54:05.7051528+01:00
"DQTM",47,2017-08-27T15:58:05.7051528+01:00
"5LCH",83,2017-08-27T16:01:05.7051528+01:00
"W1A3",65,2017-08-27T15:58:05.7051528+01:00
"FFAU",4,2017-08-27T15:57:05.7051528+01:00
"XCCN",11,2017-08-27T16:09:05.7051528+01:00
"11H1",85,2017-08-27T15:58:05.7051528+01:00
"0U0B",46,2017-08-27T15:51:05.7051528+01:00
"5T3E",31,2017-08-27T15:54:05.7051528+01:00
"BW5P",45,2017-08-27T15:56:05.7051528+01:00
"1ZNS",16,2017-08-27T16:00:05.7051528+01:00
"5T3E",32,2017-08-27T15:58:05.7051528+01:00
"UUYC",7,2017-08-27T15:54:05.7051528+01:00
"DBWM",16,2017-08-27T15:59:05.7051528+01:00
"XUDH",8,2017-08-27T15:52:05.7051528+01:00
"UUYC",11,2017-08-27T15:57:05.7051528+01:00
"LOL4",45,2017-08-27T15:55:05.7051528+01:00
"ANNV",80,2017-08-27T15:53:05.7051528+01:00
"3PMW",72,2017-08-27T16:00:05.7051528+01:00
"BW5P",44,2017-08-27T15:58:05.7051528+01:00
"4U0Z",48,2017-08-27T15:54:05.7051528+01:00
"S0PH",6,2017-08-27T15:54:05.7051528+01:00
"AHDH",6,2017-08-27T15:56:05.7051528+01:00
"SUR1",33,2017-08-27T16:02:05.7051528+01:00
"GZUU",43,2017-08-27T15:58:05.7051528+01:00
"AHDH",4,2017-08-27T16:01:05.7051528+01:00
"SKGG",37,2017-08-27T15:54:05.7051528+01:00
"DBWM",17,2017-08-27T16:01:05.7051528+01:00
"LJU5",5,2017-08-27T15:50:05.7051528+01:00
"WTKH",92,2017-08-27T16:00:05.7051528+01:00
"WK0Z",42,2017-08-27T16:04:05.7051528+01:00
"XIHC",73,2017-08-27T15:53:05.7051528+01:00
"HKPE",0,2017-08-27T15:59:05.7051528+01:00
"DBLL",104,2017-08-27T16:02:05.7051528+01:00
"EE0S",75,2017-08-27T16:01:05.7051528+01:00
"H3XQ",46,2017-08-27T15:58:05.7051528+01:00
"L3AP",40,2017-08-27T16:02:05.7051528+01:00
"DH5J",27,2017-08-27T16:04:05.7051528+01:00
"SWDN",7,2017-08-27T15:52:05.7051528+01:00
"SKGG",37,2017-08-27T15:55:05.7051528+01:00
"1ROG",80,2017-08-27T16:03:05.7051528+01:00
"XIQY",78,2017-08-27T15:59:05.7051528+01:00
"DH5J",24,2017-08-27T15:59:05.7051528+01:00
"OHBR",75,2017-08-27T15:59:05.7051528+01:00
"ZUZ3",53,2017-08-27T15:51:05.7051528+01:00
"SKGG",35,2017-08-27T15:57:05.7051528+01:00
"AXTV",10,2017-08-27T15:59:05.7051528+01:00
"VSJV",89,2017-08-27T15:59:05.7051528+01:00
"SUR1",37,2017-08-27T16:06:05.7051528+01:00
"QXY5",26,2017-08-27T15:53:05.7051528+01:00
"4U0Z",44,2017-08-27T15:59:05.7051528+01:00
"Q3DH",85,2017-08-27T15:55:05.7051528+01:00
"UZBV",4,2017-08-27T16:00:05.7051528+01:00
"XCCN",10,2017-08-27T16:14:05.7051528+01:00
"CU14",25,2017-08-27T15:55:05.7051528+01:00
"YVGA",72,2017-08-27T16:10:05.7051528+01:00
"21FQ",27,2017-08-27T16:06:05.7051528+01:00
"0KO1",13,2017-08-27T16:00:05.7051528+01:00
"3IP1",4,2017-08-27T15:59:05.7051528+01:00
"DQTM",48,2017-08-27T16:01:05.7051528+01:00
"KV5X",25,2017-08-27T16:03:05.7051528+01:00
"5T3E",28,2017-08-27T16:01:05.7051528+01:00
"3G3Y",10,2017-08-27T16:02:05.7051528+01:00
"DH5J",28,2017-08-27T16:06:05.7051528+01:00
"SWDN",9,2017-08-27T15:57:05.7051528+01:00
"EE0S",77,2017-08-27T16:02:05.7051528+01:00
"1PZ2",24,2017-08-27T15:56:05.7051528+01:00
"ALNY",85,2017-08-27T15:57:05.7051528+01:00
"XMSH",70,2017-08-27T15:58:05.7051528+01:00
"NRRO",60,2017-08-27T16:00:05.7051528+01:00
"K2KI",4,2017-08-27T16:03:05.7051528+01:00
"REZR",72,2017-08-27T15:51:05.7051528+01:00
"XX45",1,2017-08-27T15:53:05.7051528+01:00
"FX4F",54,2017-08-27T15:50:05.7051528+01:00
"21FQ",31,2017-08-27T16:09:05.7051528+01:00
"AXTV",9,2017-08-27T16:04:05.7051528+01:00
"GHRC",77,2017-08-27T16:01:05.7051528+01:00
"YVGA",76,2017-08-27T16:09:05.7051528+01:00
"AHDH",0,2017-08-27T16:06:05.7051528+01:00
"J1IP",63,2017-08-27T16:02:05.7051528+01:00
"GARC",44,2017-08-27T15:56:05.7051528+01:00
"JQTM",52,2017-08-27T16:02:05.7051528+01:00
"5T3E",29,2017-08-27T16:02:05.7051528+01:00
"1ROG",83,2017-08-27T16:07:05.7051528+01:00
"JWUI",0,2017-08-27T15:55:05.7051528+01:00
"MFHL",79,2017-08-27T16:00:05.7051528+01:00
"Q3DH",86,2017-08-27T15:57:05.7051528+01:00
"UBJP",54,2017-08-27T16:10:05.7051528+01:00
"CIAW",83,2017-08-27T15:56:05.7051528+01:00
"BF0G",51,2017-08-27T16:06:05.7051528+01:00
"KV5X",27,2017-08-27T16:06:05.7051528+01:00
"1ROG",78,2017-08-27T16:09:05.7051528+01:00
"XMSH",72,2017-08-27T16:01:05.7051528+01:00
"FFSE",52,2017-08-27T15:57:05.7051528+01:00
"DBZG",9,2017-08-27T16:01:05.7051528+01:00
"K2KI",0,2017-08-27T16:07:05.7051528+01:00
"WTKH",92,2017-08-27T16:04:05.7051528+01:00
"UNU4",11,2017-08-27T15:50:05.7051528+01:00
"BRC2",15,2017-08-27T16:02:05.7051528+01:00
"HIRY",26,2017-08-27T15:51:05.7051528+01:00
"W1A3",66,2017-08-27T16:01:05.7051528+01:00
"0KO1",10,2017-08-27T16:03:05.7051528+01:00
"WSZR",35,2017-08-27T15:57:05.7051528+01:00
"5LCH",80,2017-08-27T16:05:05.7051528+01:00
"SKGG",38,2017-08-27T16:02:05.7051528+01:00
"UH1P",55,2017-08-27T15:54:05.7051528+01:00
"FFAU",8,2017-08-27T16:00:05.7051528+01:00
"VZXG",0,2017-08-27T16:03:05.7051528+01:00
"WSZR",38,2017-08-27T16:00:05.7051528+01:00
