Vehicle Registration,LicensedFrom,LicensedTo
S72,01/10/2015 00:00:00,30/09/2015 00:00:00
S73,01/10/2015 00:00:00,30/09/2015 00:00:00
S74,01/10/2015 00:00:00,30/09/2015 00:00:00
S75,01/10/2015 00:00:00,30/09/2015 00:00:00
S76,01/10/2015 00:00:00,30/09/2015 00:00:00
T72,01/10/2015 00:00:00,30/09/2015 00:00:00
T73,01/10/2015 00:00:00,30/09/2015 00:00:00
T74,01/10/2015 00:00:00,30/09/2015 00:00:00
T75,01/10/2015 00:00:00,30/09/2015 00:00:00
T76,01/10/2015 00:00:00,30/09/2015 00:00:00
V72,01/10/2015 00:00:00,30/09/2015 00:00:00
V73,01/10/2015 00:00:00,30/09/2015 00:00:00
V74,01/10/2015 00:00:00,30/09/2015 00:00:00
V75,01/10/2015 00:00:00,30/09/2015 00:00:00
V76,01/10/2015 00:00:00,30/09/2015 00:00:00
W72,01/10/2015 00:00:00,30/09/2015 00:00:00
W73,01/10/2015 00:00:00,30/09/2015 00:00:00
W74,01/10/2015 00:00:00,30/09/2015 00:00:00
W75,01/10/2015 00:00:00,30/09/2015 00:00:00
W76,01/10/2015 00:00:00,30/09/2015 00:00:00
X72,01/10/2015 00:00:00,30/09/2015 00:00:00
X73,01/10/2015 00:00:00,30/09/2015 00:00:00
X74,01/10/2015 00:00:00,30/09/2015 00:00:00
X75,01/10/2015 00:00:00,30/09/2015 00:00:00
X76,01/10/2015 00:00:00,30/09/2015 00:00:00
Y72,01/10/2015 00:00:00,30/09/2015 00:00:00
Y73,01/10/2015 00:00:00,30/09/2015 00:00:00
Y74,01/10/2015 00:00:00,30/09/2015 00:00:00
Y75,01/10/2015 00:00:00,30/09/2015 00:00:00
Y76,01/10/2015 00:00:00,30/09/2015 00:00:00
Z72,01/10/2015 00:00:00,30/09/2015 00:00:00
Z73,01/10/2015 00:00:00,30/09/2015 00:00:00
Z74,01/10/2015 00:00:00,30/09/2015 00:00:00
Z75,01/10/2015 00:00:00,30/09/2015 00:00:00
Z76,01/10/2015 00:00:00,30/09/2015 00:00:00
