cameraid,vehicleregistration,speed,speedlimit,locationlatitude,locationlongitude,time
Camera 47,A86,12,70,51.5803371476854,0.23584554070272,2017-08-30T17:00:01.4553728Z
Camera 10,R63,3,60,51.3036396021554,-0.333704405472958,2017-08-30T17:00:00.2763608Z
Camera 39,R61,20,50,51.6969429889397,-0.255128822346241,2017-08-30T17:00:00.2763608Z
Camera 35,S95,19,70,51.4130804902811,-0.179536756784336,2017-08-30T17:00:01.6173894Z
Camera 19,M67,7,30,51.2199598143911,0.130932753972192,2017-08-30T17:00:00.4143596Z
Camera 26,B65,12,40,51.5939539796656,-0.299903785865331,2017-08-30T17:00:01.5483913Z
Camera 0,N18,17,20,51.3363706789483,0.228715979043229,2017-08-30T17:00:01.3314461Z
Camera 22,Z81,15,60,51.2808709704299,-0.349814077345518,2017-08-30T17:00:01.6513615Z
Camera 3,V64,9,50,51.6511492193817,0.175783756163873,2017-08-30T17:00:01.7363591Z
Camera 49,M42,73,30,51.4660728652435,-0.38382768819702,2017-08-30T17:00:01.8720791Z
Camera 16,C11,5,60,51.4338229493116,-0.326779599495918,2017-08-30T17:00:01.6043592Z
Camera 24,W98,5,20,51.5465129639504,-0.1937376746493,2017-08-30T17:00:00.7595710Z
Camera 41,W55,9,70,51.6705305834359,0.178651195989178,2017-08-30T17:00:02.0553619Z
Camera 4,V64,20,60,51.497349752867,0.137551719111167,2017-08-30T17:00:01.7363591Z
Camera 14,W11,6,40,51.3315898387475,0.0980881892282903,2017-08-30T17:00:02.0873621Z
Camera 13,C81,10,30,51.6993799065426,-0.0751390999869216,2017-08-30T17:00:01.0433968Z
Camera 22,M81,55,60,51.2808709704299,-0.349814077345518,2017-08-30T17:00:02.2594232Z
Camera 19,Y11,20,30,51.2199598143911,0.130932753972192,2017-08-30T17:00:01.0583943Z
Camera 28,K47,20,60,51.2310339972853,-0.472023856598765,2017-08-30T17:00:01.9933883Z
Camera 1,G45,20,30,51.2987386548789,-0.0151569348535957,2017-08-30T17:00:02.2953603Z
Camera 39,M21,20,50,51.6969429889397,-0.255128822346241,2017-08-30T17:00:02.3903633Z
Camera 12,T88,20,20,51.5046424132752,-0.0719003790568679,2017-08-30T17:00:02.4043598Z
Camera 37,T90,14,30,51.413342024153,-0.00153631866453974,2017-08-30T17:00:01.2853632Z
Camera 7,D80,18,30,51.3574101360434,-0.331879212122002,2017-08-30T17:00:02.5593986Z
Camera 23,Y54,20,70,51.2884340682226,0.0107327492375126,2017-08-30T17:00:02.2163633Z
Camera 13,L10,20,30,51.6993799065426,-0.0751390999869216,2017-08-30T17:00:02.6513638Z
Camera 24,G88,0,20,51.5465129639504,-0.1937376746493,2017-08-30T17:00:02.3733755Z
Camera 38,P12,100,40,51.3485423636571,0.131531654242637,2017-08-30T17:00:02.7503951Z
Camera 6,Y32,20,20,51.6071419506756,-0.189048482556971,2017-08-30T17:00:02.8294417Z
Camera 42,J25,15,20,51.2852651665362,-0.535959605472034,2017-08-30T17:00:02.7615434Z
Camera 3,G23,20,50,51.6511492193817,0.175783756163873,2017-08-30T17:00:02.8583951Z
Camera 36,Z33,11,20,51.680859282378,0.0148869331698217,2017-08-30T17:00:02.5263621Z
Camera 19,D27,15,30,51.2199598143911,0.130932753972192,2017-08-30T17:00:01.6673595Z
Camera 15,J92,9,50,51.3135642742163,0.121649782375957,2017-08-30T17:00:02.8413655Z
Camera 38,C28,100,40,51.3485423636571,0.131531654242637,2017-08-30T17:00:02.9563991Z
Camera 40,W20,109,60,51.4172124813821,-0.278042005302346,2017-08-30T17:00:02.9003645Z
Camera 35,F14,6,70,51.4130804902811,-0.179536756784336,2017-08-30T17:00:02.7303599Z
Camera 30,P58,20,20,51.2422977904381,-0.275791971104562,2017-08-30T17:00:01.8843953Z
Camera 20,P77,27,40,51.3172513248692,-0.0620099612516122,2017-08-30T17:00:03.0393894Z
Camera 27,M47,20,50,51.7176609518381,0.326906892997577,2017-08-30T17:00:02.8053936Z
Camera 30,T67,26,20,51.2422977904381,-0.275791971104562,2017-08-30T17:00:01.9843876Z
Camera 38,M74,73,40,51.3485423636571,0.131531654242637,2017-08-30T17:00:02.8503623Z
Camera 46,W15,20,60,51.7131305584227,-0.412420534749942,2017-08-30T17:00:02.9343996Z
Camera 23,B53,0,70,51.2884340682226,0.0107327492375126,2017-08-30T17:00:02.1073590Z
Camera 2,N51,10,40,51.4163621658107,-0.552565269149057,2017-08-30T17:00:03.3683600Z
Camera 2,F91,0,40,51.4163621658107,-0.552565269149057,2017-08-30T17:00:03.4953604Z
Camera 29,C17,29,70,51.2337321428303,0.203791193699911,2017-08-30T17:00:03.2693895Z
Camera 34,B84,20,60,51.4544967464661,0.0636478516468955,2017-08-30T17:00:02.4183615Z
Camera 14,R48,20,40,51.3315898387475,0.0980881892282903,2017-08-30T17:00:03.7064079Z
Camera 16,C18,7,60,51.4338229493116,-0.326779599495918,2017-08-30T17:00:03.7143591Z
Camera 44,X91,11,40,51.3542435046906,0.291285509025635,2017-08-30T17:00:03.8253599Z
Camera 41,C63,3,70,51.6705305834359,0.178651195989178,2017-08-30T17:00:02.6693590Z
Camera 8,A95,4,40,51.4364856461993,0.266487556052279,2017-08-30T17:00:02.6693590Z
Camera 38,V35,86,40,51.3485423636571,0.131531654242637,2017-08-30T17:00:03.5715365Z
Camera 21,N43,7,50,51.719368061522,-0.487923626080968,2017-08-30T17:00:03.9153937Z
Camera 42,W47,8,20,51.2852651665362,-0.535959605472034,2017-08-30T17:00:03.8703590Z
Camera 19,L42,13,30,51.2199598143911,0.130932753972192,2017-08-30T17:00:02.7773669Z
Camera 33,T30,21,50,51.5100252604243,-0.1004507718998,2017-08-30T17:00:03.9303598Z
Camera 25,W20,12,30,51.518425959777,-0.400272391277868,2017-08-30T17:00:02.9003645Z
Camera 8,C37,10,40,51.4364856461993,0.266487556052279,2017-08-30T17:00:03.7917301Z
Camera 48,G86,19,20,51.707702178406,-0.406872000734115,2017-08-30T17:00:04.1813837Z
Camera 37,G75,3,30,51.413342024153,-0.00153631866453974,2017-08-30T17:00:03.9014709Z
Camera 10,H17,15,60,51.3036396021554,-0.333704405472958,2017-08-30T17:00:04.3925077Z
Camera 23,V38,2,70,51.2884340682226,0.0107327492375126,2017-08-30T17:00:04.3303637Z
Camera 45,C17,25,50,51.4964912206909,0.129299561418881,2017-08-30T17:00:03.1983950Z
Camera 0,V37,5,20,51.3363706789483,0.228715979043229,2017-08-30T17:00:04.4473947Z
Camera 41,N90,0,70,51.6705305834359,0.178651195989178,2017-08-30T17:00:03.2693895Z
Camera 27,H72,4,50,51.7176609518381,0.326906892997577,2017-08-30T17:00:04.4074334Z
Camera 11,V14,20,70,51.6479995269784,-0.489912629779328,2017-08-30T17:00:04.1693594Z
Camera 18,L60,28,20,51.655882654568,-0.543575567909062,2017-08-30T17:00:04.4693764Z
Camera 7,A15,6,30,51.3574101360434,-0.331879212122002,2017-08-30T17:00:04.6663952Z
Camera 4,S52,6,60,51.497349752867,0.137551719111167,2017-08-30T17:00:04.3413609Z
Camera 5,G73,6,70,51.5724160145348,-0.548802058902255,2017-08-30T17:00:03.5414368Z
Camera 6,J40,20,20,51.6071419506756,-0.189048482556971,2017-08-30T17:00:04.4323628Z
Camera 9,F16,6,50,51.4243959437404,-0.0286479029013365,2017-08-30T17:00:04.7143657Z
Camera 17,V46,10,70,51.6968471052884,-0.0339673934974359,2017-08-30T17:00:04.8673990Z
Camera 36,L63,22,20,51.680859282378,0.0148869331698217,2017-08-30T17:00:04.6394041Z
Camera 12,K66,11,20,51.5046424132752,-0.0719003790568679,2017-08-30T17:00:05.0163601Z
Camera 29,K47,27,70,51.2337321428303,0.203791193699911,2017-08-30T17:00:03.8863591Z
Camera 9,P53,20,50,51.4243959437404,-0.0286479029013365,2017-08-30T17:00:04.8454282Z
Camera 29,V51,19,70,51.2337321428303,0.203791193699911,2017-08-30T17:00:03.9883612Z
Camera 47,J53,20,70,51.5803371476854,0.23584554070272,2017-08-30T17:00:05.1953631Z
Camera 47,P13,2,70,51.5803371476854,0.23584554070272,2017-08-30T17:00:04.0863854Z
Camera 14,P43,20,40,51.3315898387475,0.0980881892282903,2017-08-30T17:00:05.3064061Z
Camera 0,D93,17,20,51.3363706789483,0.228715979043229,2017-08-30T17:00:05.0563595Z
Camera 44,N80,10,40,51.3542435046906,0.291285509025635,2017-08-30T17:00:05.4349681Z
Camera 10,K96,20,60,51.3036396021554,-0.333704405472958,2017-08-30T17:00:05.5093649Z
Camera 9,T52,10,50,51.4243959437404,-0.0286479029013365,2017-08-30T17:00:05.4493602Z
Camera 31,Z18,118,30,51.516913883196,0.174217979682664,2017-08-30T17:00:04.3303637Z
Camera 46,S10,5,60,51.7131305584227,-0.412420534749942,2017-08-30T17:00:05.5503595Z
Camera 32,L86,3,40,51.5128882949506,0.280805414414067,2017-08-30T17:00:05.7113606Z
Camera 34,N13,29,60,51.4544967464661,0.0636478516468955,2017-08-30T17:00:04.5253865Z
Camera 41,E47,7,70,51.6705305834359,0.178651195989178,2017-08-30T17:00:05.3863605Z
Camera 39,C10,17,50,51.6969429889397,-0.255128822346241,2017-08-30T17:00:05.4933600Z
Camera 16,V21,20,60,51.4338229493116,-0.326779599495918,2017-08-30T17:00:05.8313627Z
Camera 13,C62,14,30,51.6993799065426,-0.0751390999869216,2017-08-30T17:00:04.7633984Z
Camera 0,H15,10,20,51.3363706789483,0.228715979043229,2017-08-30T17:00:05.6653609Z
Camera 35,S15,3,70,51.4130804902811,-0.179536756784336,2017-08-30T17:00:04.8373946Z
Camera 38,G15,88,40,51.3485423636571,0.131531654242637,2017-08-30T17:00:06.1883987Z
Camera 43,K63,108,30,51.2233268041761,-0.427825092307253,2017-08-30T17:00:05.0163601Z
Camera 36,D51,7,20,51.680859282378,0.0148869331698217,2017-08-30T17:00:06.2503600Z
Camera 2,T85,0,40,51.4163621658107,-0.552565269149057,2017-08-30T17:00:06.1053609Z
Camera 3,E38,8,50,51.6511492193817,0.175783756163873,2017-08-30T17:00:06.4683626Z
Camera 37,G37,9,30,51.413342024153,-0.00153631866453974,2017-08-30T17:00:06.5203661Z
Camera 17,H43,6,70,51.6968471052884,-0.0339673934974359,2017-08-30T17:00:06.4683626Z
Camera 21,X98,10,50,51.719368061522,-0.487923626080968,2017-08-30T17:00:06.5203661Z
Camera 25,G70,19,30,51.518425959777,-0.400272391277868,2017-08-30T17:00:06.6223598Z
Camera 32,A85,20,40,51.5128882949506,0.280805414414067,2017-08-30T17:00:06.3063596Z
Camera 49,C68,72,30,51.4660728652435,-0.38382768819702,2017-08-30T17:00:05.4773650Z
Camera 21,C55,20,50,51.719368061522,-0.487923626080968,2017-08-30T17:00:06.6243608Z
Camera 30,C54,10,20,51.2422977904381,-0.275791971104562,2017-08-30T17:00:05.6043609Z
Camera 25,W65,17,30,51.518425959777,-0.400272391277868,2017-08-30T17:00:06.5203661Z
Camera 26,H72,1,40,51.5939539796656,-0.299903785865331,2017-08-30T17:00:05.6653609Z
Camera 13,C16,0,30,51.6993799065426,-0.0751390999869216,2017-08-30T17:00:06.9003590Z
Camera 39,F35,2,50,51.6969429889397,-0.255128822346241,2017-08-30T17:00:06.6033941Z
Camera 22,F32,52,60,51.2808709704299,-0.349814077345518,2017-08-30T17:00:06.9743591Z
Camera 8,V31,20,40,51.4364856461993,0.266487556052279,2017-08-30T17:00:06.9003590Z
Camera 27,X63,3,50,51.7176609518381,0.326906892997577,2017-08-30T17:00:07.0153802Z
Camera 1,G74,6,30,51.2987386548789,-0.0151569348535957,2017-08-30T17:00:05.8943598Z
Camera 34,L37,25,60,51.4544967464661,0.0636478516468955,2017-08-30T17:00:07.1383651Z
Camera 20,P70,16,40,51.3172513248692,-0.0620099612516122,2017-08-30T17:00:07.1503630Z
Camera 19,S57,11,30,51.2199598143911,0.130932753972192,2017-08-30T17:00:06.8833592Z
Camera 15,B32,22,50,51.3135642742163,0.121649782375957,2017-08-30T17:00:06.9563599Z
Camera 45,R64,34,50,51.4964912206909,0.129299561418881,2017-08-30T17:00:07.3063623Z
Camera 21,B23,5,50,51.719368061522,-0.487923626080968,2017-08-30T17:00:07.3423699Z
Camera 24,N11,4,20,51.5465129639504,-0.1937376746493,2017-08-30T17:00:07.1223944Z
Camera 42,V64,20,20,51.2852651665362,-0.535959605472034,2017-08-30T17:00:07.5183920Z
Camera 21,J93,9,50,51.719368061522,-0.487923626080968,2017-08-30T17:00:07.2443635Z
Camera 46,L87,5,60,51.7131305584227,-0.412420534749942,2017-08-30T17:00:07.6563617Z
Camera 29,J63,17,70,51.2337321428303,0.203791193699911,2017-08-30T17:00:07.6083603Z
Camera 24,C60,1,20,51.5465129639504,-0.1937376746493,2017-08-30T17:00:06.4785884Z
Camera 6,V96,20,20,51.6071419506756,-0.189048482556971,2017-08-30T17:00:06.5413688Z
Camera 28,A80,1,60,51.2310339972853,-0.472023856598765,2017-08-30T17:00:07.7153621Z
Camera 28,E44,13,60,51.2310339972853,-0.472023856598765,2017-08-30T17:00:06.6033941Z
Camera 40,H72,112,60,51.4172124813821,-0.278042005302346,2017-08-30T17:00:07.5183920Z
Camera 31,V15,96,30,51.516913883196,0.174217979682664,2017-08-30T17:00:07.9483957Z
Camera 43,V44,110,30,51.2233268041761,-0.427825092307253,2017-08-30T17:00:07.6253593Z
Camera 19,Z15,20,30,51.2199598143911,0.130932753972192,2017-08-30T17:00:07.9943590Z
Camera 22,S20,86,60,51.2808709704299,-0.349814077345518,2017-08-30T17:00:08.0883889Z
Camera 22,R94,66,60,51.2808709704299,-0.349814077345518,2017-08-30T17:00:06.8713973Z
Camera 13,N18,9,30,51.6993799065426,-0.0751390999869216,2017-08-30T17:00:07.8233596Z
Camera 37,Y40,20,30,51.413342024153,-0.00153631866453974,2017-08-30T17:00:08.1203933Z
Camera 24,J62,0,20,51.5465129639504,-0.1937376746493,2017-08-30T17:00:08.2213761Z
Camera 17,P42,0,70,51.6968471052884,-0.0339673934974359,2017-08-30T17:00:07.0754005Z
Camera 11,E65,17,70,51.6479995269784,-0.489912629779328,2017-08-30T17:00:08.2913594Z
Camera 34,G81,17,60,51.4544967464661,0.0636478516468955,2017-08-30T17:00:08.2443601Z
Camera 48,W41,20,20,51.707702178406,-0.406872000734115,2017-08-30T17:00:08.2913594Z
Camera 2,T41,12,40,51.4163621658107,-0.552565269149057,2017-08-30T17:00:07.2153591Z
Camera 18,Z13,62,20,51.655882654568,-0.543575567909062,2017-08-30T17:00:08.0883889Z
Camera 17,N88,6,70,51.6968471052884,-0.0339673934974359,2017-08-30T17:00:07.2373594Z
Camera 22,S61,85,60,51.2808709704299,-0.349814077345518,2017-08-30T17:00:08.1953987Z
Camera 14,F21,25,40,51.3315898387475,0.0980881892282903,2017-08-30T17:00:07.4303687Z
Camera 38,B11,88,40,51.3485423636571,0.131531654242637,2017-08-30T17:00:08.2913594Z
Camera 34,F37,2,60,51.4544967464661,0.0636478516468955,2017-08-30T17:00:08.3453616Z
Camera 10,W42,16,60,51.3036396021554,-0.333704405472958,2017-08-30T17:00:08.6203658Z
Camera 23,Z73,20,70,51.2884340682226,0.0107327492375126,2017-08-30T17:00:08.4343591Z
Camera 12,S12,16,20,51.5046424132752,-0.0719003790568679,2017-08-30T17:00:08.6983728Z
Camera 13,G54,6,30,51.6993799065426,-0.0751390999869216,2017-08-30T17:00:08.4343591Z
Camera 47,K33,13,70,51.5803371476854,0.23584554070272,2017-08-30T17:00:08.8093600Z
Camera 4,N71,1,60,51.497349752867,0.137551719111167,2017-08-30T17:00:08.9493882Z
Camera 47,H73,8,70,51.5803371476854,0.23584554070272,2017-08-30T17:00:08.9123600Z
Camera 26,X76,20,40,51.5939539796656,-0.299903785865331,2017-08-30T17:00:07.8233596Z
Camera 49,E56,77,30,51.4660728652435,-0.38382768819702,2017-08-30T17:00:08.6203658Z
Camera 33,V24,28,50,51.5100252604243,-0.1004507718998,2017-08-30T17:00:08.7323594Z
Camera 27,Y75,2,50,51.7176609518381,0.326906892997577,2017-08-30T17:00:09.1343953Z
Camera 33,A36,29,50,51.5100252604243,-0.1004507718998,2017-08-30T17:00:08.0413619Z
Camera 6,V34,0,20,51.6071419506756,-0.189048482556971,2017-08-30T17:00:08.9133594Z
Camera 9,D26,20,50,51.4243959437404,-0.0286479029013365,2017-08-30T17:00:08.0553593Z
Camera 5,Y73,16,70,51.5724160145348,-0.548802058902255,2017-08-30T17:00:08.1583597Z
Camera 2,G38,6,40,51.4163621658107,-0.552565269149057,2017-08-30T17:00:09.4317385Z
Camera 5,V87,0,70,51.5724160145348,-0.548802058902255,2017-08-30T17:00:08.3073598Z
Camera 34,Z64,14,60,51.4544967464661,0.0636478516468955,2017-08-30T17:00:09.4463592Z
Camera 1,T63,12,30,51.2987386548789,-0.0151569348535957,2017-08-30T17:00:09.5303936Z
Camera 15,V68,25,50,51.3135642742163,0.121649782375957,2017-08-30T17:00:09.5603943Z
Camera 7,E77,23,30,51.3574101360434,-0.331879212122002,2017-08-30T17:00:09.2923606Z
Camera 39,M70,20,50,51.6969429889397,-0.255128822346241,2017-08-30T17:00:09.7113928Z
Camera 30,Z24,9,20,51.2422977904381,-0.275791971104562,2017-08-30T17:00:09.7274135Z
Camera 24,J68,5,20,51.5465129639504,-0.1937376746493,2017-08-30T17:00:09.8363603Z
Camera 41,Z97,4,70,51.6705305834359,0.178651195989178,2017-08-30T17:00:09.4933596Z
Camera 11,Y22,9,70,51.6479995269784,-0.489912629779328,2017-08-30T17:00:09.9023593Z
Camera 8,S28,3,40,51.4364856461993,0.266487556052279,2017-08-30T17:00:08.5273595Z
Camera 19,V13,15,30,51.2199598143911,0.130932753972192,2017-08-30T17:00:08.6053638Z
Camera 36,W98,20,20,51.680859282378,0.0148869331698217,2017-08-30T17:00:09.8573992Z
Camera 6,H48,20,20,51.6071419506756,-0.189048482556971,2017-08-30T17:00:08.7323594Z
Camera 42,K12,20,20,51.2852651665362,-0.535959605472034,2017-08-30T17:00:09.6343986Z
Camera 44,E58,20,40,51.3542435046906,0.291285509025635,2017-08-30T17:00:10.0423607Z
Camera 0,T65,18,20,51.3363706789483,0.228715979043229,2017-08-30T17:00:09.7753604Z
Camera 0,L92,7,20,51.3363706789483,0.228715979043229,2017-08-30T17:00:09.8733975Z
Camera 29,G22,7,70,51.2337321428303,0.203791193699911,2017-08-30T17:00:09.2273591Z
Camera 16,G38,1,60,51.4338229493116,-0.326779599495918,2017-08-30T17:00:09.4463592Z
Camera 35,Y43,13,70,51.4130804902811,-0.179536756784336,2017-08-30T17:00:09.4623953Z
Camera 3,D18,2,50,51.6511492193817,0.175783756163873,2017-08-30T17:00:09.5714904Z
Camera 46,L81,8,60,51.7131305584227,-0.412420534749942,2017-08-30T17:00:10.7753608Z
Camera 12,M47,0,20,51.5046424132752,-0.0719003790568679,2017-08-30T17:00:10.8063628Z
Camera 32,D61,17,40,51.5128882949506,0.280805414414067,2017-08-30T17:00:10.9058952Z
Camera 5,P12,20,70,51.5724160145348,-0.548802058902255,2017-08-30T17:00:10.9153974Z
Camera 32,X83,20,40,51.5128882949506,0.280805414414067,2017-08-30T17:00:11.0133873Z
Camera 17,M26,20,70,51.6968471052884,-0.0339673934974359,2017-08-30T17:00:09.8573992Z
Camera 27,A86,6,50,51.7176609518381,0.326906892997577,2017-08-30T17:00:10.7423591Z
Camera 28,D68,0,60,51.2310339972853,-0.472023856598765,2017-08-30T17:00:11.0278164Z
Camera 9,W15,20,50,51.4243959437404,-0.0286479029013365,2017-08-30T17:00:11.1643611Z
Camera 38,G84,103,40,51.3485423636571,0.131531654242637,2017-08-30T17:00:10.9058952Z
Camera 21,E86,20,50,51.719368061522,-0.487923626080968,2017-08-30T17:00:10.9463971Z
Camera 25,W43,14,30,51.518425959777,-0.400272391277868,2017-08-30T17:00:11.2353970Z
Camera 45,W71,32,50,51.4964912206909,0.129299561418881,2017-08-30T17:00:11.4103941Z
Camera 16,R55,11,60,51.4338229493116,-0.326779599495918,2017-08-30T17:00:11.1273592Z
Camera 28,V66,2,60,51.2310339972853,-0.472023856598765,2017-08-30T17:00:10.3263591Z
Camera 17,S91,2,70,51.6968471052884,-0.0339673934974359,2017-08-30T17:00:11.5143952Z
Camera 44,C88,5,40,51.3542435046906,0.291285509025635,2017-08-30T17:00:11.6493684Z
Camera 33,E52,12,50,51.5100252604243,-0.1004507718998,2017-08-30T17:00:11.3473951Z
Camera 18,D57,20,20,51.655882654568,-0.543575567909062,2017-08-30T17:00:11.8233947Z
Camera 20,B42,20,40,51.3172513248692,-0.0620099612516122,2017-08-30T17:00:11.7663941Z
Camera 18,E16,31,20,51.655882654568,-0.543575567909062,2017-08-30T17:00:10.6843730Z
Camera 1,J11,21,30,51.2987386548789,-0.0151569348535957,2017-08-30T17:00:11.6333937Z
Camera 12,F51,20,20,51.5046424132752,-0.0719003790568679,2017-08-30T17:00:11.9214398Z
Camera 10,M30,25,60,51.3036396021554,-0.333704405472958,2017-08-30T17:00:10.8063628Z
Camera 17,N27,20,70,51.6968471052884,-0.0339673934974359,2017-08-30T17:00:12.1213632Z
Camera 13,C46,20,30,51.6993799065426,-0.0751390999869216,2017-08-30T17:00:11.7933631Z
Camera 40,C52,110,60,51.4172124813821,-0.278042005302346,2017-08-30T17:00:12.1213632Z
Camera 35,P46,10,70,51.4130804902811,-0.179536756784336,2017-08-30T17:00:11.0703619Z
Camera 49,T41,96,30,51.4660728652435,-0.38382768819702,2017-08-30T17:00:12.2968332Z
Camera 25,L82,20,30,51.518425959777,-0.400272391277868,2017-08-30T17:00:12.3423593Z
Camera 22,A14,104,60,51.2808709704299,-0.349814077345518,2017-08-30T17:00:12.2968332Z
Camera 4,A84,20,60,51.497349752867,0.137551719111167,2017-08-30T17:00:12.0563873Z
Camera 8,P55,10,40,51.4364856461993,0.266487556052279,2017-08-30T17:00:12.4143986Z
Camera 43,M47,86,30,51.2233268041761,-0.427825092307253,2017-08-30T17:00:11.2353970Z
Camera 46,Z93,20,60,51.7131305584227,-0.412420534749942,2017-08-30T17:00:12.3873852Z
Camera 19,G95,7,30,51.2199598143911,0.130932753972192,2017-08-30T17:00:11.3063643Z
Camera 21,H97,2,50,51.719368061522,-0.487923626080968,2017-08-30T17:00:12.5573612Z
Camera 8,T25,20,40,51.4364856461993,0.266487556052279,2017-08-30T17:00:12.5223595Z
Camera 44,N55,20,40,51.3542435046906,0.291285509025635,2017-08-30T17:00:12.2544014Z
Camera 39,C26,19,50,51.6969429889397,-0.255128822346241,2017-08-30T17:00:12.3213950Z
Camera 7,T71,20,30,51.3574101360434,-0.331879212122002,2017-08-30T17:00:12.4033980Z
Camera 41,F77,4,70,51.6705305834359,0.178651195989178,2017-08-30T17:00:11.6023593Z
Camera 42,K26,11,20,51.2852651665362,-0.535959605472034,2017-08-30T17:00:12.7463592Z
Camera 31,H94,95,30,51.516913883196,0.174217979682664,2017-08-30T17:00:12.5573612Z
Camera 48,J66,20,20,51.707702178406,-0.406872000734115,2017-08-30T17:00:12.9203624Z
Camera 18,A84,42,20,51.655882654568,-0.543575567909062,2017-08-30T17:00:12.9353903Z
Camera 5,J17,12,70,51.5724160145348,-0.548802058902255,2017-08-30T17:00:13.0243593Z
Camera 2,N65,1,40,51.4163621658107,-0.552565269149057,2017-08-30T17:00:13.0413662Z
Camera 15,M91,0,50,51.3135642742163,0.121649782375957,2017-08-30T17:00:13.1664036Z
Camera 38,P93,83,40,51.3485423636571,0.131531654242637,2017-08-30T17:00:12.0093941Z
Camera 29,T22,10,70,51.2337321428303,0.203791193699911,2017-08-30T17:00:12.9203624Z
Camera 16,T70,0,60,51.4338229493116,-0.326779599495918,2017-08-30T17:00:13.2373816Z
Camera 14,T90,23,40,51.3315898387475,0.0980881892282903,2017-08-30T17:00:12.1223666Z
Camera 37,E70,1,30,51.413342024153,-0.00153631866453974,2017-08-30T17:00:13.3534041Z
Camera 7,Y71,29,30,51.3574101360434,-0.331879212122002,2017-08-30T17:00:13.0153642Z
Camera 37,T98,21,30,51.413342024153,-0.00153631866453974,2017-08-30T17:00:12.2373601Z
Camera 32,X55,4,40,51.5128882949506,0.280805414414067,2017-08-30T17:00:13.1353593Z
Camera 33,H50,0,50,51.5100252604243,-0.1004507718998,2017-08-30T17:00:13.4453611Z
Camera 8,E83,20,40,51.4364856461993,0.266487556052279,2017-08-30T17:00:12.3133954Z
Camera 27,E75,4,50,51.7176609518381,0.326906892997577,2017-08-30T17:00:13.3534041Z
Camera 26,L93,20,40,51.5939539796656,-0.299903785865331,2017-08-30T17:00:12.5253943Z
Camera 9,Z30,9,50,51.4243959437404,-0.0286479029013365,2017-08-30T17:00:13.7763812Z
Camera 18,P76,64,20,51.655882654568,-0.543575567909062,2017-08-30T17:00:13.5573684Z
Camera 23,W72,6,70,51.2884340682226,0.0107327492375126,2017-08-30T17:00:12.8073591Z
Camera 0,B70,20,20,51.3363706789483,0.228715979043229,2017-08-30T17:00:13.9843591Z
Camera 20,T32,1,40,51.3172513248692,-0.0620099612516122,2017-08-30T17:00:12.8683932Z
Camera 47,Y77,20,70,51.5803371476854,0.23584554070272,2017-08-30T17:00:13.0153642Z
Camera 3,K82,20,50,51.6511492193817,0.175783756163873,2017-08-30T17:00:14.2143591Z
Camera 41,M92,20,70,51.6705305834359,0.178651195989178,2017-08-30T17:00:14.2143591Z
Camera 19,S61,2,30,51.2199598143911,0.130932753972192,2017-08-30T17:00:14.4163943Z
Camera 36,A93,26,20,51.680859282378,0.0148869331698217,2017-08-30T17:00:14.4613687Z
Camera 39,N42,18,50,51.6969429889397,-0.255128822346241,2017-08-30T17:00:14.4363951Z
Camera 2,B45,20,40,51.4163621658107,-0.552565269149057,2017-08-30T17:00:14.1503847Z
