Vehicle Registration,LicensedFrom,LicensedTo
X98,01/12/2010 00:00:00,30/11/2010 00:00:00
X99,01/12/2010 00:00:00,30/11/2010 00:00:00
Y91,01/12/2010 00:00:00,30/11/2010 00:00:00
Y92,01/12/2010 00:00:00,30/11/2010 00:00:00
Y93,01/12/2010 00:00:00,30/11/2010 00:00:00
Y94,01/12/2010 00:00:00,30/11/2010 00:00:00
Y95,01/12/2010 00:00:00,30/11/2010 00:00:00
Y96,01/12/2010 00:00:00,30/11/2010 00:00:00
Y97,01/12/2010 00:00:00,30/11/2010 00:00:00
Y98,01/12/2010 00:00:00,30/11/2010 00:00:00
Y99,01/12/2010 00:00:00,30/11/2010 00:00:00
Z91,01/12/2010 00:00:00,30/11/2010 00:00:00
Z92,01/12/2010 00:00:00,30/11/2010 00:00:00
Z93,01/12/2010 00:00:00,30/11/2010 00:00:00
Z94,01/12/2010 00:00:00,30/11/2010 00:00:00
Z95,01/12/2010 00:00:00,30/11/2010 00:00:00
Z96,01/12/2010 00:00:00,30/11/2010 00:00:00
Z97,01/12/2010 00:00:00,30/11/2010 00:00:00
Z98,01/12/2010 00:00:00,30/11/2010 00:00:00
Z99,01/12/2010 00:00:00,30/11/2010 00:00:00
