Vehicle Registration,LicensedFrom,LicensedTo
N42,01/05/2011 00:00:00,30/04/2011 00:00:00
N43,01/05/2011 00:00:00,30/04/2011 00:00:00
N44,01/05/2011 00:00:00,30/04/2011 00:00:00
N45,01/05/2011 00:00:00,30/04/2011 00:00:00
N46,01/05/2011 00:00:00,30/04/2011 00:00:00
N47,01/05/2011 00:00:00,30/04/2011 00:00:00
N48,01/05/2011 00:00:00,30/04/2011 00:00:00
N49,01/05/2011 00:00:00,30/04/2011 00:00:00
P41,01/05/2011 00:00:00,30/04/2011 00:00:00
P42,01/05/2011 00:00:00,30/04/2011 00:00:00
P43,01/05/2011 00:00:00,30/04/2011 00:00:00
P44,01/05/2011 00:00:00,30/04/2011 00:00:00
P45,01/05/2011 00:00:00,30/04/2011 00:00:00
P46,01/05/2011 00:00:00,30/04/2011 00:00:00
P47,01/05/2011 00:00:00,30/04/2011 00:00:00
P48,01/05/2011 00:00:00,30/04/2011 00:00:00
P49,01/05/2011 00:00:00,30/04/2011 00:00:00
R41,01/05/2011 00:00:00,30/04/2011 00:00:00
R42,01/05/2011 00:00:00,30/04/2011 00:00:00
R43,01/05/2011 00:00:00,30/04/2011 00:00:00
R44,01/05/2011 00:00:00,30/04/2011 00:00:00
R45,01/05/2011 00:00:00,30/04/2011 00:00:00
R46,01/05/2011 00:00:00,30/04/2011 00:00:00
R47,01/05/2011 00:00:00,30/04/2011 00:00:00
R48,01/05/2011 00:00:00,30/04/2011 00:00:00
R49,01/05/2011 00:00:00,30/04/2011 00:00:00
S41,01/05/2011 00:00:00,30/04/2011 00:00:00
S42,01/05/2011 00:00:00,30/04/2011 00:00:00
S43,01/05/2011 00:00:00,30/04/2011 00:00:00
S44,01/05/2011 00:00:00,30/04/2011 00:00:00
S45,01/05/2011 00:00:00,30/04/2011 00:00:00
S46,01/05/2011 00:00:00,30/04/2011 00:00:00
S47,01/05/2011 00:00:00,30/04/2011 00:00:00
S48,01/05/2011 00:00:00,30/04/2011 00:00:00
S49,01/05/2011 00:00:00,30/04/2011 00:00:00
T41,01/05/2011 00:00:00,30/04/2011 00:00:00
T42,01/05/2011 00:00:00,30/04/2011 00:00:00
T43,01/05/2011 00:00:00,30/04/2011 00:00:00
T44,01/05/2011 00:00:00,30/04/2011 00:00:00
T45,01/05/2011 00:00:00,30/04/2011 00:00:00
T46,01/05/2011 00:00:00,30/04/2011 00:00:00
T47,01/05/2011 00:00:00,30/04/2011 00:00:00
T48,01/05/2011 00:00:00,30/04/2011 00:00:00
T49,01/05/2011 00:00:00,30/04/2011 00:00:00
V41,01/05/2011 00:00:00,30/04/2011 00:00:00
V42,01/05/2011 00:00:00,30/04/2011 00:00:00
V43,01/05/2011 00:00:00,30/04/2011 00:00:00
V44,01/05/2011 00:00:00,30/04/2011 00:00:00
V45,01/05/2011 00:00:00,30/04/2011 00:00:00
V46,01/05/2011 00:00:00,30/04/2011 00:00:00
V47,01/05/2011 00:00:00,30/04/2011 00:00:00
V48,01/05/2011 00:00:00,30/04/2011 00:00:00
V49,01/05/2011 00:00:00,30/04/2011 00:00:00
W41,01/05/2011 00:00:00,30/04/2011 00:00:00
W42,01/05/2011 00:00:00,30/04/2011 00:00:00
W43,01/05/2011 00:00:00,30/04/2011 00:00:00
W44,01/05/2011 00:00:00,30/04/2011 00:00:00
W45,01/05/2011 00:00:00,30/04/2011 00:00:00
W46,01/05/2011 00:00:00,30/04/2011 00:00:00
W47,01/05/2011 00:00:00,30/04/2011 00:00:00
W48,01/05/2011 00:00:00,30/04/2011 00:00:00
W49,01/05/2011 00:00:00,30/04/2011 00:00:00
X41,01/05/2011 00:00:00,30/04/2011 00:00:00
X42,01/05/2011 00:00:00,30/04/2011 00:00:00
X43,01/05/2011 00:00:00,30/04/2011 00:00:00
X44,01/05/2011 00:00:00,30/04/2011 00:00:00
X45,01/05/2011 00:00:00,30/04/2011 00:00:00
X46,01/05/2011 00:00:00,30/04/2011 00:00:00
X47,01/05/2011 00:00:00,30/04/2011 00:00:00
X48,01/05/2011 00:00:00,30/04/2011 00:00:00
X49,01/05/2011 00:00:00,30/04/2011 00:00:00
Y41,01/05/2011 00:00:00,30/04/2011 00:00:00
Y42,01/05/2011 00:00:00,30/04/2011 00:00:00
Y43,01/05/2011 00:00:00,30/04/2011 00:00:00
Y44,01/05/2011 00:00:00,30/04/2011 00:00:00
Y45,01/05/2011 00:00:00,30/04/2011 00:00:00
Y46,01/05/2011 00:00:00,30/04/2011 00:00:00
Y47,01/05/2011 00:00:00,30/04/2011 00:00:00
Y48,01/05/2011 00:00:00,30/04/2011 00:00:00
Y49,01/05/2011 00:00:00,30/04/2011 00:00:00
Z41,01/05/2011 00:00:00,30/04/2011 00:00:00
Z42,01/05/2011 00:00:00,30/04/2011 00:00:00
Z43,01/05/2011 00:00:00,30/04/2011 00:00:00
Z44,01/05/2011 00:00:00,30/04/2011 00:00:00
Z45,01/05/2011 00:00:00,30/04/2011 00:00:00
Z46,01/05/2011 00:00:00,30/04/2011 00:00:00
Z47,01/05/2011 00:00:00,30/04/2011 00:00:00
Z48,01/05/2011 00:00:00,30/04/2011 00:00:00
Z49,01/05/2011 00:00:00,30/04/2011 00:00:00
