Vehicle Registration,LicensedFrom,LicensedTo
K32,01/04/2000 00:00:00,31/03/2000 00:00:00
K33,01/04/2000 00:00:00,31/03/2000 00:00:00
K34,01/04/2000 00:00:00,31/03/2000 00:00:00
K35,01/04/2000 00:00:00,31/03/2000 00:00:00
K36,01/04/2000 00:00:00,31/03/2000 00:00:00
K37,01/04/2000 00:00:00,31/03/2000 00:00:00
K38,01/04/2000 00:00:00,31/03/2000 00:00:00
K39,01/04/2000 00:00:00,31/03/2000 00:00:00
L31,01/04/2000 00:00:00,31/03/2000 00:00:00
L32,01/04/2000 00:00:00,31/03/2000 00:00:00
L33,01/04/2000 00:00:00,31/03/2000 00:00:00
L34,01/04/2000 00:00:00,31/03/2000 00:00:00
L35,01/04/2000 00:00:00,31/03/2000 00:00:00
L36,01/04/2000 00:00:00,31/03/2000 00:00:00
L37,01/04/2000 00:00:00,31/03/2000 00:00:00
L38,01/04/2000 00:00:00,31/03/2000 00:00:00
L39,01/04/2000 00:00:00,31/03/2000 00:00:00
M31,01/04/2000 00:00:00,31/03/2000 00:00:00
M32,01/04/2000 00:00:00,31/03/2000 00:00:00
M33,01/04/2000 00:00:00,31/03/2000 00:00:00
M34,01/04/2000 00:00:00,31/03/2000 00:00:00
M35,01/04/2000 00:00:00,31/03/2000 00:00:00
M36,01/04/2000 00:00:00,31/03/2000 00:00:00
M37,01/04/2000 00:00:00,31/03/2000 00:00:00
M38,01/04/2000 00:00:00,31/03/2000 00:00:00
M39,01/04/2000 00:00:00,31/03/2000 00:00:00
N31,01/04/2000 00:00:00,31/03/2000 00:00:00
N32,01/04/2000 00:00:00,31/03/2000 00:00:00
N33,01/04/2000 00:00:00,31/03/2000 00:00:00
N34,01/04/2000 00:00:00,31/03/2000 00:00:00
N35,01/04/2000 00:00:00,31/03/2000 00:00:00
N36,01/04/2000 00:00:00,31/03/2000 00:00:00
N37,01/04/2000 00:00:00,31/03/2000 00:00:00
N38,01/04/2000 00:00:00,31/03/2000 00:00:00
N39,01/04/2000 00:00:00,31/03/2000 00:00:00
P31,01/04/2000 00:00:00,31/03/2000 00:00:00
P32,01/04/2000 00:00:00,31/03/2000 00:00:00
P33,01/04/2000 00:00:00,31/03/2000 00:00:00
P34,01/04/2000 00:00:00,31/03/2000 00:00:00
P35,01/04/2000 00:00:00,31/03/2000 00:00:00
P36,01/04/2000 00:00:00,31/03/2000 00:00:00
P37,01/04/2000 00:00:00,31/03/2000 00:00:00
P38,01/04/2000 00:00:00,31/03/2000 00:00:00
P39,01/04/2000 00:00:00,31/03/2000 00:00:00
R31,01/04/2000 00:00:00,31/03/2000 00:00:00
R32,01/04/2000 00:00:00,31/03/2000 00:00:00
R33,01/04/2000 00:00:00,31/03/2000 00:00:00
R34,01/04/2000 00:00:00,31/03/2000 00:00:00
R35,01/04/2000 00:00:00,31/03/2000 00:00:00
R36,01/04/2000 00:00:00,31/03/2000 00:00:00
R37,01/04/2000 00:00:00,31/03/2000 00:00:00
R38,01/04/2000 00:00:00,31/03/2000 00:00:00
R39,01/04/2000 00:00:00,31/03/2000 00:00:00
S31,01/04/2000 00:00:00,31/03/2000 00:00:00
S32,01/04/2000 00:00:00,31/03/2000 00:00:00
S33,01/04/2000 00:00:00,31/03/2000 00:00:00
S34,01/04/2000 00:00:00,31/03/2000 00:00:00
S35,01/04/2000 00:00:00,31/03/2000 00:00:00
S36,01/04/2000 00:00:00,31/03/2000 00:00:00
S37,01/04/2000 00:00:00,31/03/2000 00:00:00
S38,01/04/2000 00:00:00,31/03/2000 00:00:00
S39,01/04/2000 00:00:00,31/03/2000 00:00:00
T31,01/04/2000 00:00:00,31/03/2000 00:00:00
T32,01/04/2000 00:00:00,31/03/2000 00:00:00
T33,01/04/2000 00:00:00,31/03/2000 00:00:00
T34,01/04/2000 00:00:00,31/03/2000 00:00:00
T35,01/04/2000 00:00:00,31/03/2000 00:00:00
T36,01/04/2000 00:00:00,31/03/2000 00:00:00
T37,01/04/2000 00:00:00,31/03/2000 00:00:00
T38,01/04/2000 00:00:00,31/03/2000 00:00:00
T39,01/04/2000 00:00:00,31/03/2000 00:00:00
V31,01/04/2000 00:00:00,31/03/2000 00:00:00
V32,01/04/2000 00:00:00,31/03/2000 00:00:00
V33,01/04/2000 00:00:00,31/03/2000 00:00:00
V34,01/04/2000 00:00:00,31/03/2000 00:00:00
V35,01/04/2000 00:00:00,31/03/2000 00:00:00
V36,01/04/2000 00:00:00,31/03/2000 00:00:00
V37,01/04/2000 00:00:00,31/03/2000 00:00:00
V38,01/04/2000 00:00:00,31/03/2000 00:00:00
V39,01/04/2000 00:00:00,31/03/2000 00:00:00
W31,01/04/2000 00:00:00,31/03/2000 00:00:00
W32,01/04/2000 00:00:00,31/03/2000 00:00:00
W33,01/04/2000 00:00:00,31/03/2000 00:00:00
W34,01/04/2000 00:00:00,31/03/2000 00:00:00
W35,01/04/2000 00:00:00,31/03/2000 00:00:00
W36,01/04/2000 00:00:00,31/03/2000 00:00:00
W37,01/04/2000 00:00:00,31/03/2000 00:00:00
W38,01/04/2000 00:00:00,31/03/2000 00:00:00
W39,01/04/2000 00:00:00,31/03/2000 00:00:00
X31,01/04/2000 00:00:00,31/03/2000 00:00:00
X32,01/04/2000 00:00:00,31/03/2000 00:00:00
X33,01/04/2000 00:00:00,31/03/2000 00:00:00
X34,01/04/2000 00:00:00,31/03/2000 00:00:00
X35,01/04/2000 00:00:00,31/03/2000 00:00:00
X36,01/04/2000 00:00:00,31/03/2000 00:00:00
X37,01/04/2000 00:00:00,31/03/2000 00:00:00
X38,01/04/2000 00:00:00,31/03/2000 00:00:00
X39,01/04/2000 00:00:00,31/03/2000 00:00:00
Y31,01/04/2000 00:00:00,31/03/2000 00:00:00
Y32,01/04/2000 00:00:00,31/03/2000 00:00:00
Y33,01/04/2000 00:00:00,31/03/2000 00:00:00
Y34,01/04/2000 00:00:00,31/03/2000 00:00:00
Y35,01/04/2000 00:00:00,31/03/2000 00:00:00
Y36,01/04/2000 00:00:00,31/03/2000 00:00:00
Y37,01/04/2000 00:00:00,31/03/2000 00:00:00
Y38,01/04/2000 00:00:00,31/03/2000 00:00:00
Y39,01/04/2000 00:00:00,31/03/2000 00:00:00
Z31,01/04/2000 00:00:00,31/03/2000 00:00:00
Z32,01/04/2000 00:00:00,31/03/2000 00:00:00
Z33,01/04/2000 00:00:00,31/03/2000 00:00:00
Z34,01/04/2000 00:00:00,31/03/2000 00:00:00
Z35,01/04/2000 00:00:00,31/03/2000 00:00:00
Z36,01/04/2000 00:00:00,31/03/2000 00:00:00
Z37,01/04/2000 00:00:00,31/03/2000 00:00:00
Z38,01/04/2000 00:00:00,31/03/2000 00:00:00
Z39,01/04/2000 00:00:00,31/03/2000 00:00:00
