Vehicle Registration,LicensedFrom,LicensedTo
V59,01/06/2008 00:00:00,31/05/2008 00:00:00
W51,01/06/2008 00:00:00,31/05/2008 00:00:00
W52,01/06/2008 00:00:00,31/05/2008 00:00:00
W53,01/06/2008 00:00:00,31/05/2008 00:00:00
W54,01/06/2008 00:00:00,31/05/2008 00:00:00
W55,01/06/2008 00:00:00,31/05/2008 00:00:00
W56,01/06/2008 00:00:00,31/05/2008 00:00:00
W57,01/06/2008 00:00:00,31/05/2008 00:00:00
W58,01/06/2008 00:00:00,31/05/2008 00:00:00
W59,01/06/2008 00:00:00,31/05/2008 00:00:00
X51,01/06/2008 00:00:00,31/05/2008 00:00:00
X52,01/06/2008 00:00:00,31/05/2008 00:00:00
X53,01/06/2008 00:00:00,31/05/2008 00:00:00
X54,01/06/2008 00:00:00,31/05/2008 00:00:00
X55,01/06/2008 00:00:00,31/05/2008 00:00:00
X56,01/06/2008 00:00:00,31/05/2008 00:00:00
X57,01/06/2008 00:00:00,31/05/2008 00:00:00
X58,01/06/2008 00:00:00,31/05/2008 00:00:00
X59,01/06/2008 00:00:00,31/05/2008 00:00:00
Y51,01/06/2008 00:00:00,31/05/2008 00:00:00
Y52,01/06/2008 00:00:00,31/05/2008 00:00:00
Y53,01/06/2008 00:00:00,31/05/2008 00:00:00
Y54,01/06/2008 00:00:00,31/05/2008 00:00:00
Y55,01/06/2008 00:00:00,31/05/2008 00:00:00
Y56,01/06/2008 00:00:00,31/05/2008 00:00:00
Y57,01/06/2008 00:00:00,31/05/2008 00:00:00
Y58,01/06/2008 00:00:00,31/05/2008 00:00:00
Y59,01/06/2008 00:00:00,31/05/2008 00:00:00
Z51,01/06/2008 00:00:00,31/05/2008 00:00:00
Z52,01/06/2008 00:00:00,31/05/2008 00:00:00
Z53,01/06/2008 00:00:00,31/05/2008 00:00:00
Z54,01/06/2008 00:00:00,31/05/2008 00:00:00
Z55,01/06/2008 00:00:00,31/05/2008 00:00:00
Z56,01/06/2008 00:00:00,31/05/2008 00:00:00
Z57,01/06/2008 00:00:00,31/05/2008 00:00:00
Z58,01/06/2008 00:00:00,31/05/2008 00:00:00
Z59,01/06/2008 00:00:00,31/05/2008 00:00:00
