Vehicle Registration,LicensedFrom,LicensedTo
L29,01/02/2002 00:00:00,31/01/2002 00:00:00
M21,01/02/2002 00:00:00,31/01/2002 00:00:00
M23,01/02/2002 00:00:00,31/01/2002 00:00:00
M25,01/02/2002 00:00:00,31/01/2002 00:00:00
M27,01/02/2002 00:00:00,31/01/2002 00:00:00
M29,01/02/2002 00:00:00,31/01/2002 00:00:00
N21,01/02/2002 00:00:00,31/01/2002 00:00:00
N23,01/02/2002 00:00:00,31/01/2002 00:00:00
N25,01/02/2002 00:00:00,31/01/2002 00:00:00
N27,01/02/2002 00:00:00,31/01/2002 00:00:00
N29,01/02/2002 00:00:00,31/01/2002 00:00:00
P21,01/02/2002 00:00:00,31/01/2002 00:00:00
P23,01/02/2002 00:00:00,31/01/2002 00:00:00
P25,01/02/2002 00:00:00,31/01/2002 00:00:00
P27,01/02/2002 00:00:00,31/01/2002 00:00:00
P29,01/02/2002 00:00:00,31/01/2002 00:00:00
R21,01/02/2002 00:00:00,31/01/2002 00:00:00
R23,01/02/2002 00:00:00,31/01/2002 00:00:00
R25,01/02/2002 00:00:00,31/01/2002 00:00:00
R27,01/02/2002 00:00:00,31/01/2002 00:00:00
R29,01/02/2002 00:00:00,31/01/2002 00:00:00
S21,01/02/2002 00:00:00,31/01/2002 00:00:00
S23,01/02/2002 00:00:00,31/01/2002 00:00:00
S25,01/02/2002 00:00:00,31/01/2002 00:00:00
S27,01/02/2002 00:00:00,31/01/2002 00:00:00
S29,01/02/2002 00:00:00,31/01/2002 00:00:00
T21,01/02/2002 00:00:00,31/01/2002 00:00:00
T23,01/02/2002 00:00:00,31/01/2002 00:00:00
T25,01/02/2002 00:00:00,31/01/2002 00:00:00
T27,01/02/2002 00:00:00,31/01/2002 00:00:00
T29,01/02/2002 00:00:00,31/01/2002 00:00:00
V21,01/02/2002 00:00:00,31/01/2002 00:00:00
V23,01/02/2002 00:00:00,31/01/2002 00:00:00
V25,01/02/2002 00:00:00,31/01/2002 00:00:00
V27,01/02/2002 00:00:00,31/01/2002 00:00:00
V29,01/02/2002 00:00:00,31/01/2002 00:00:00
W21,01/02/2002 00:00:00,31/01/2002 00:00:00
W23,01/02/2002 00:00:00,31/01/2002 00:00:00
W25,01/02/2002 00:00:00,31/01/2002 00:00:00
W27,01/02/2002 00:00:00,31/01/2002 00:00:00
W29,01/02/2002 00:00:00,31/01/2002 00:00:00
X21,01/02/2002 00:00:00,31/01/2002 00:00:00
X23,01/02/2002 00:00:00,31/01/2002 00:00:00
X25,01/02/2002 00:00:00,31/01/2002 00:00:00
X27,01/02/2002 00:00:00,31/01/2002 00:00:00
X29,01/02/2002 00:00:00,31/01/2002 00:00:00
Y21,01/02/2002 00:00:00,31/01/2002 00:00:00
Y23,01/02/2002 00:00:00,31/01/2002 00:00:00
Y25,01/02/2002 00:00:00,31/01/2002 00:00:00
Y27,01/02/2002 00:00:00,31/01/2002 00:00:00
Y29,01/02/2002 00:00:00,31/01/2002 00:00:00
Z21,01/02/2002 00:00:00,31/01/2002 00:00:00
Z23,01/02/2002 00:00:00,31/01/2002 00:00:00
Z25,01/02/2002 00:00:00,31/01/2002 00:00:00
Z27,01/02/2002 00:00:00,31/01/2002 00:00:00
Z29,01/02/2002 00:00:00,31/01/2002 00:00:00
